name,alt_name,orig_name,state,county1,county2,county3,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude,year_label,end_label
DESHA,NA,DESHA,VA,ESSEX,NA,NA,Essex,1893,1936,TRUE,2,78313,TRUE,43,TRUE,DESHA,ESSEX,VA,1477259,Populated Place,Desha,Essex,37.91569,-76.92024,42,1,37.91569,-76.92024,1871-1920,1921-2000
MOORES FERRY,MOORE'S FERRY,MOORE(')S FERRY,KY,BATH,NA,NA,Bath,1888,1913,TRUE,3,100173,TRUE,25,TRUE,MOORES FERRY,BATH,KY,2416443,Post Office,Moores Ferry Post Office (historical),Bath,38.16838,-83.61848,209,1,38.16838,-83.61848,1871-1920,1871-1920
MATLOCK,MATLOCKS,MATLOCK(S),GA,TATTNALL,NA,NA,Tattnall,1832,1905,TRUE,4,35804,TRUE,73,TRUE,MATLOCK,TATTNALL,GA,317795,Cemetery,Matlock Cemetery,Tattnall,31.8554758,-82.0348374,18,1,31.8554758,-82.0348374,1821-1870,1871-1920
WALNUT GROVE,NA,WALNUT GROVE,KS,MITCHELL,NA,NA,Mitchell,1876,1901,TRUE,5,163857,TRUE,25,TRUE,WALNUT GROVE,MITCHELL,KS,482031,Locale,Walnut Grove (historical),Mitchell,39.35056,-98.06005,454,1,39.35056,-98.06005,1871-1920,1871-1920
CATLIN,NA,CATLIN (2),NY,CHEMUNG,NA,NA,Chemung,1872,1907,TRUE,4,9426,TRUE,35,TRUE,CATLIN,CHEMUNG,NY,967638,Populated Place,Catlin,Chemung,42.203408,-76.8877375,319,1,42.203408,-76.8877375,1871-1920,1871-1920
GLACIER,NA,GLACIER,WA,WHATCOM,NA,NA,Whatcom,1904,1960,TRUE,1,138778,TRUE,56,TRUE,GLACIER,WHATCOM,WA,1519971,Populated Place,Glacier,Whatcom,48.89012,-121.9457,274,1,48.89012,-121.9457,1871-1920,1921-2000
EVANSTON,NA,EVANSTON,IN,SPENCER,NA,NA,Spencer,1891,1989,TRUE,1,81653,TRUE,98,TRUE,EVANSTON,SPENCER,IN,2794570,Post Office,Evanston Post Office,Spencer,38.03941,-86.84195,125,1,38.03941,-86.84195,1871-1920,1921-2000
CLARKSBURG,CLARKSBURGH,CLARKSBURG(H),IN,DECATUR,NA,NA,Decatur,1835,NA,TRUE,0,74530,TRUE,NA,TRUE,CLARKSBURG,DECATUR,IN,2794714,Post Office,Clarksburg Post Office,Decatur,39.43457,-85.34754,320,1,39.43457,-85.34754,1821-1870,for business
GRANTVILLE,NA,GRANTVILLE,PA,DAUPHIN,NA,NA,Dauphin,1865,NA,TRUE,0,23483,TRUE,NA,TRUE,GRANTVILLE,DAUPHIN,PA,2779704,Post Office,Grantville Post Office,Dauphin,40.3787265,-76.6474053,154,1,40.3787265,-76.6474053,1821-1870,for business
RICHVILLE,NA,RICHVILLE,IN,ELKHART,NA,NA,Elkhart,1854,1857,TRUE,9,109471,TRUE,3,TRUE,RICHVILLE,ELKHART,IN,441981,Church,Richville Church,Elkhart,41.46644,-85.67388,266,NA,41.46644,-85.67388,1821-1870,1821-1870
TROY CENTER,NA,TROY CENTER,ME,WALDO,NA,NA,Waldo,1851,1904,FALSE,6,58180,TRUE,53,TRUE,TROY CENTER,WALDO,ME,579778,Populated Place,Troy Center,Waldo,44.682568,-69.2567136,102,1,44.682568,-69.2567136,1821-1870,1871-1920
GLENBURG,NA,GLENBURG,OH,DEFIANCE,NA,NA,Defiance,1893,1905,TRUE,3,85187,TRUE,12,TRUE,GLENBURG,DEFIANCE,OH,1983563,Post Office,Glenburg Post Office (historical),Defiance,41.42505,-84.45967,216,1,41.42505,-84.45967,1871-1920,1871-1920
BOYD,NA,BOYD,MT,CARBON,NA,NA,Carbon,1909,1965,TRUE,1,128161,TRUE,56,TRUE,BOYD,CARBON,MT,1726672,Post Office,Boyd Post Office (historical),Carbon,45.45772,-109.0665,1230,1,45.45772,-109.0665,1871-1920,1921-2000
THURSTON,NA,THURSTON,NE,THURSTON,NA,NA,Thurston,1895,NA,TRUE,0,161709,TRUE,NA,TRUE,THURSTON,THURSTON,NE,1883929,Post Office,Thurston Post Office,Thurston,42.17659,-96.70065,424,1,42.17659,-96.70065,1871-1920,for business
KADLEC,NA,KADLEC,WI,OCONTO,NA,NA,Oconto,1905,1906,TRUE,7,92044,TRUE,1,TRUE,KADLEC,OCONTO,WI,1574733,Cemetery,Kadlec Cemetery,Oconto,45.01043,-88.16245,234,1,45.01043,-88.16245,1871-1920,1871-1920
CLARENDON,NA,CLARENDON,NY,ORLEANS,NA,NA,Orleans,1822,NA,TRUE,0,10981,TRUE,NA,TRUE,CLARENDON,ORLEANS,NY,2617863,Post Office,Clarendon Post Office,Orleans,43.1932594,-78.0651141,184,1,43.1932594,-78.0651141,1821-1870,for business
ARROWWOOD,NA,ARROWWOOD,ND,STUTSMAN,NA,NA,Stutsman,1887,1893,TRUE,5,125404,TRUE,6,TRUE,ARROWWOOD,STUTSMAN,ND,2742266,Post Office,Arrowwood Post Office,Stutsman,47.30003,-98.7334,471,1,47.30003,-98.7334,1871-1920,1871-1920
LOCKWOOD,NA,LOCKWOOD,NY,TIOGA,NA,NA,Tioga,1881,NA,TRUE,0,33386,TRUE,NA,TRUE,LOCKWOOD,TIOGA,NY,2618006,Post Office,Lockwood Post Office,Tioga,42.1026802,-76.5461611,283,1,42.1026802,-76.5461611,1871-1920,for business
SWIFTOWN,NA,SWIFTOWN,MS,LEFLORE,NA,NA,Leflore,1911,NA,TRUE,0,56369,TRUE,NA,TRUE,SWIFTOWN,LEFLORE,MS,678502,Populated Place,Swiftown,Leflore,33.305678,-90.4250872,36,1,33.305678,-90.4250872,1871-1920,for business
SHANNONDALE,NA,SHANNONDALE,PA,CLARION,NA,NA,Clarion,1854,1906,TRUE,4,52090,TRUE,52,TRUE,SHANNONDALE,CLARION,PA,1204626,Populated Place,Shannondale,Clarion,41.0811763,-79.2322615,379,1,41.0811763,-79.2322615,1821-1870,1871-1920
ARGO,NA,ARGO,IL,COOK,NA,NA,Cook,1909,NA,TRUE,0,65882,TRUE,NA,TRUE,ARGO,COOK,IL,403599,School,Argo High School,Cook,41.7766988,-87.8047779,187,1,41.7766988,-87.8047779,1871-1920,for business
BENEWAH,NA,BENEWAH,ID,BENEWAH,NA,NA,Benewah,1911,1937,TRUE,2,126841,TRUE,26,TRUE,BENEWAH,BENEWAH,ID,377359,Populated Place,Benewah,Benewah,47.22768,-116.7843,847,1,47.22768,-116.7843,1871-1920,1921-2000
DUESLER,NA,DUESLER,MN,CARLTON,NA,NA,Carlton,1925,1935,TRUE,3,79342,TRUE,10,TRUE,DUESLER,CARLTON,MN,2074114,Post Office,Duesler Post Office (historical),Carlton,46.51194,-92.50833,309,1,46.51194,-92.50833,1921-2000,1921-2000
ARGOS,NA,ARGOS,IN,MARSHALL,NA,NA,Marshall,1857,NA,TRUE,0,65891,TRUE,NA,TRUE,ARGOS,MARSHALL,IN,2710749,Post Office,Argos Post Office,Marshall,41.2374452,-86.2464627,248,1,41.2374452,-86.2464627,1821-1870,for business
HARRIS,NA,HARRIS,TN,OBION,NA,NA,Obion,1882,1947,FALSE,1,25254,TRUE,65,TRUE,HARRIS,OBION,TN,1286943,Populated Place,Harris,Obion,36.4467292,-88.9497844,98,1,36.4467292,-88.9497844,1871-1920,1921-2000
DENTS STATION,DENTS,DENTS STATION,MO,ST. FRANCOIS,NA,NA,St. Francois,1860,1868,TRUE,6,15035,TRUE,8,TRUE,DENT,ST. FRANCOIS,MO,755984,Cemetery,Dent Cemetery,St. Francois,37.745877,-90.6095671,296,0.8,37.745877,-90.6095671,1821-1870,1821-1870
NORTH BINGHAM,NA,NORTH BINGHAM,PA,POTTER,NA,NA,Potter,1878,1981,TRUE,1,41027,TRUE,103,TRUE,NORTH BINGHAM,POTTER,PA,1182520,Populated Place,North Bingham,Potter,41.9872904,-77.7616602,646,1,41.9872904,-77.7616602,1871-1920,1921-2000
ELLERSLIE,NA,ELLERSLIE,MD,ALLEGANY,NA,NA,Allegany,1870,NA,TRUE,0,80766,TRUE,NA,TRUE,ELLERSLIE,ALLEGANY,MD,1713292,Post Office,Ellerslie Post Office,Allegany,39.71906,-78.77578,228,1,39.71906,-78.77578,1821-1870,for business
STAB,NA,STAB,KY,PULASKI,NA,NA,Pulaski,1922,NA,TRUE,0,115051,TRUE,NA,TRUE,STAB,PULASKI,KY,515642,Populated Place,Stab,Pulaski,37.15147,-84.43688,255,1,37.15147,-84.43688,1921-2000,for business
POMEROY,NA,POMEROY,IA,CALHOUN,NA,NA,Calhoun,1870,NA,TRUE,0,107150,TRUE,NA,TRUE,POMEROY,CALHOUN,IA,1995798,Post Office,Pomeroy Post Office,Calhoun,42.55059,-94.6855,378,1,42.55059,-94.6855,1821-1870,for business
CALIFORNIA,NA,CALIFORNIA,OH,HAMILTON,NA,NA,Hamilton,1865,1935,TRUE,1,72224,TRUE,70,TRUE,CALIFORNIA,HAMILTON,OH,1989574,Post Office,California Post Office (historical),Hamilton,39.06534,-84.42355,153,1,39.06534,-84.42355,1821-1870,1921-2000
RICEVILLE,NA,RICEVILLE,ND,CASS,NA,NA,Cass,1881,1884,TRUE,7,155867,TRUE,3,TRUE,RICEVILLE,CASS,ND,1032805,Populated Place,Riceville,Cass,46.74635,-96.80953,277,1,46.74635,-96.80953,1871-1920,1871-1920
PIONEER,NA,PIONEER,MT,POWELL,NA,NA,Powell,1870,1918,FALSE,4,153858,TRUE,48,TRUE,PIONEER,POWELL,MT,1803400,Post Office,Pioneer Post Office (historical),Powell,46.51243,-112.9662,1450,1,46.51243,-112.9662,1821-1870,1871-1920
DUFFIELD,NA,DUFFIELD,VA,SCOTT,NA,NA,Scott,1890,NA,TRUE,0,79350,TRUE,NA,TRUE,DUFFIELD,SCOTT,VA,2767210,Post Office,Duffield Post Office,Scott,36.7116,-82.79932,403,1,36.7116,-82.79932,1871-1920,for business
EBENEZER,NA,EBENEZER,SC,FLORENCE,NA,NA,Florence,1872,1939,TRUE,2,17441,TRUE,67,TRUE,EBENEZER,FLORENCE,SC,1231257,Populated Place,Ebenezer,Florence,34.1759887,-79.851453,42,1,34.1759887,-79.851453,1871-1920,1921-2000
BALLSTON CENTRE,BALLSTON CENTER,BALLSTON CENTRE(ER),NY,SARATOGA,NA,NA,Saratoga,1828,1903,FALSE,3,2778,TRUE,75,TRUE,BALLSTON CENTRE,SARATOGA,NY,942932,Populated Place,Ballston Centre,Saratoga,42.955909,-73.8654004,122,1,42.955909,-73.8654004,1821-1870,1871-1920
GAZETTE,NA,GAZETTE,MO,PIKE,NA,NA,Pike,1887,1932,TRUE,2,22077,TRUE,45,TRUE,GAZETTE,PIKE,MO,718375,Populated Place,Gazette,Pike,39.204486,-91.3959869,235,1,39.204486,-91.3959869,1871-1920,1921-2000
ROSEMOND,NA,ROSEMOND,IL,CHRISTIAN,NA,NA,Christian,1856,1923,TRUE,1,110647,TRUE,67,TRUE,ROSAMOND,CHRISTIAN,IL,1811254,Post Office,Rosamond Post Office,Christian,39.38029,-89.16229,216,0.875,39.38029,-89.16229,1821-1870,1921-2000
QUINTON'S BRIDGE,QUINTONS BRIDGE,QUINTON'S BRIDGE,NJ,SALEM,NA,NA,Salem,1828,1834,TRUE,8,47311,TRUE,6,TRUE,QUINTON'S BRIDGE,SALEM,NJ,879574,Populated Place,Quinton's Bridge,Salem,39.5459466,-75.4124178,5,1,39.5459466,-75.4124178,1821-1870,1821-1870
HENSON,NA,HENSON,CO,HINSDALE,NA,NA,Hinsdale,1883,1884,TRUE,9,141174,TRUE,1,TRUE,HENSON,HINSDALE,CO,188690,Populated Place,Henson,Hinsdale,38.02083,-107.377,2815,1,38.02083,-107.377,1871-1920,1871-1920
HICO,NA,HICO,TN,CARROLL,NA,NA,Carroll,1832,1912,FALSE,3,26431,TRUE,80,TRUE,HICO,CARROLL,TN,1315233,Populated Place,Hico,Carroll,36.0911729,-88.4894965,117,1,36.0911729,-88.4894965,1821-1870,1871-1920
SEARS,NA,SEARS,FL,HENDRY,NA,NA,Hendry,1926,1942,TRUE,2,51649,TRUE,16,TRUE,SEARS,HENDRY,FL,294920,Populated Place,Sears,Hendry,26.6467365,-81.3756305,9,1,26.6467365,-81.3756305,1921-2000,1921-2000
LEEDSVILLE,NA,LEEDSVILLE,KS,CHEROKEE,NA,NA,Cherokee,1876,1877,TRUE,8,145564,TRUE,1,TRUE,LEEDSVILLE,CHEROKEE,KS,469360,Populated Place,Leedsville,Cherokee,37.0759,-94.63967,275,1,37.0759,-94.63967,1871-1920,1871-1920
CRYSTAL,NA,CRYSTAL,NM,SAN JUAN,NA,NA,San Juan,1903,1941,TRUE,2,133026,TRUE,38,TRUE,CRYSTAL,SAN JUAN,NM,937970,Post Office,Crystal Post Office (historical),San Juan,36.04584,-108.9662,2293,1,36.04584,-108.9662,1871-1920,1921-2000
HARLEYSVILLE,NA,HARLEYSVILLE,PA,MONTGOMERY,NA,NA,Montgomery,1844,NA,TRUE,0,25138,TRUE,NA,TRUE,HARLEYSVILLE,MONTGOMERY,PA,2347779,Post Office,Harleysville Post Office,Montgomery,40.2784748,-75.3979011,102,1,40.2784748,-75.3979011,1821-1870,for business
FREEDOM,NA,FREEDOM,CA,SANTA CRUZ,NA,NA,Santa Cruz,1940,NA,TRUE,0,137857,TRUE,NA,TRUE,FREEDOM,SANTA CRUZ,CA,1873020,Post Office,Freedom Post Office,Santa Cruz,36.93941,-121.7752,39,1,36.93941,-121.7752,1921-2000,for business
SARATOGA,NA,SARATOGA,AR,HOWARD,NA,NA,Howard,1882,NA,TRUE,0,51113,TRUE,NA,TRUE,SARATOGA,HOWARD,AR,84224,Post Office,Saratoga Post Office,Howard,33.751455,-93.9024588,139,1,33.751455,-93.9024588,1871-1920,for business
GOULDIN,NA,GOULDIN,VA,HANOVER,NA,NA,Hanover,1883,1933,TRUE,2,85679,TRUE,50,TRUE,GOULDIN,HANOVER,VA,1495602,Populated Place,Gouldin,Hanover,37.77237,-77.7011,84,1,37.77237,-77.7011,1871-1920,1921-2000
PETERS,NA,PETERS,MI,ST. CLAIR,NA,NA,Saint Clair,1891,1905,TRUE,5,105951,TRUE,14,TRUE,PETERS,ST. CLAIR,MI,2581489,Post Office,Peters Post Office (historical),St. Clair,42.74444,-82.63167,189,1,42.74444,-82.63167,1871-1920,1871-1920
WENAKA,NA,WENAKA,OR,WALLOWA,NA,NA,Wallowa,1912,1920,TRUE,5,164463,TRUE,8,TRUE,WENAKA,WALLOWA,OR,1166145,Post Office,Wenaka Post Office (historical),Wallowa,45.84848,-117.6496,964,1,45.84848,-117.6496,1871-1920,1871-1920
BOWEN,NA,BOWEN,KY,POWELL,NA,NA,Powell,1890,NA,TRUE,0,70101,TRUE,NA,TRUE,BOWEN,POWELL,KY,510864,Populated Place,Bowen,Powell,37.8411935,-83.7718607,208,1,37.8411935,-83.7718607,1871-1920,for business
JEFFERSON,NA,JEFFERSON,AR,JEFFERSON,NA,NA,Jefferson,1881,NA,FALSE,0,29202,TRUE,NA,TRUE,JEFFERSON,JEFFERSON,AR,2802973,Post Office,Jefferson Post Office,Jefferson,34.3822329,-92.1664629,104,1,34.3822329,-92.1664629,1871-1920,for business
MAGNET,NA,MAGNET,MO,ATCHISON,NA,NA,Atchison,1880,1900,TRUE,5,34752,TRUE,20,TRUE,MAGNET,ATCHISON,MO,741015,Populated Place,Magnet,Atchison,40.486391,-95.5374856,345,1,40.486391,-95.5374856,1871-1920,1871-1920
CUTMEAT,NA,CUTMEAT,SD,TODD,NA,NA,Todd,1907,1916,TRUE,2,133218,TRUE,9,TRUE,CUTMEAT,TODD,SD,2711090,Post Office,Cutmeat Post Office,Todd,43.32233,-101.0273,805,1,43.32233,-101.0273,1871-1920,1871-1920
SPRINGFIELD,NA,SPRINGFIELD,KS,CLAY,NA,NA,Clay,1885,1887,TRUE,7,159800,TRUE,2,TRUE,SPRINGFIELD,CLAY,KS,476188,Populated Place,Springfield,Clay,39.32139,-97.05335,361,1,39.32139,-97.05335,1871-1920,1871-1920
SALEM,NA,SALEM,UT,UTAH,NA,NA,Utah,1872,NA,FALSE,0,157338,TRUE,NA,TRUE,SALEM,UTAH,UT,1455494,Post Office,Salem Post Office,Utah,40.05713,-111.6707,1402,1,40.05713,-111.6707,1871-1920,for business
HYDES,NA,HYDES,MD,BALTIMORE,NA,NA,Baltimore,1883,NA,TRUE,0,90424,TRUE,NA,TRUE,HYDES,BALTIMORE,MD,593979,Post Office,Hydes Post Office,Baltimore,39.48406,-76.49338,100,1,39.48406,-76.49338,1871-1920,for business
HEALING SPRINGS,NA,HEALING SPRINGS,NC,DAVIDSON,NA,NA,Davidson,1834,1905,FALSE,5,88212,TRUE,71,TRUE,HEALING SPRINGS,DAVIDSON,NC,1027407,Populated Place,Healing Springs,Davidson,35.61625,-80.17811,183,1,35.61625,-80.17811,1821-1870,1871-1920
FARNHAM CHURCH,NA,FARNHAM CHURCH,VA,RICHMOND,NA,NA,Richmond,1799,1808,TRUE,7,82231,TRUE,9,TRUE,FARNHAM CHURCH,RICHMOND,VA,1791312,Church,Farnham Church,Richmond,37.88597,-76.62523,35,1,37.88597,-76.62523,1770-1820,1770-1820
FROGMORE,NA,FROGMORE,SC,BEAUFORT,NA,NA,Beaufort,1880,1988,FALSE,1,21425,TRUE,108,TRUE,FROGMORE,BEAUFORT,SC,1231302,Populated Place,Frogmore,Beaufort,32.3968603,-80.5762177,3,1,32.3968603,-80.5762177,1871-1920,1921-2000
SANTA ANITA,NA,SANTA ANITA,CA,LOS ANGELES,NA,NA,Los Angeles,1886,1940,FALSE,1,157731,TRUE,54,TRUE,SANTA ANITA,LOS ANGELES,CA,249027,Populated Place,Santa Anita,Los Angeles,34.14556,-118.0498,170,1,34.14556,-118.0498,1871-1920,1921-2000
EL MODENO,NA,EL MODENO,CA,ORANGE,NA,NA,Orange,1888,1910,TRUE,1,135421,TRUE,22,TRUE,EL MODENO,ORANGE,CA,254085,Populated Place,El Modeno,Orange,33.78779,-117.8095,88,1,33.78779,-117.8095,1871-1920,1871-1920
MAGNOLIA,NA,MAGNOLIA,MO,JOHNSON,NA,NA,Johnson,1896,1953,TRUE,1,34760,TRUE,57,TRUE,MAGNOLIA,JOHNSON,MO,721752,Populated Place,Magnolia,Johnson,38.63918,-93.9141068,269,1,38.63918,-93.9141068,1871-1920,1921-2000
HIGHBANK,NA,HIGHBANK,TX,FALLS,NA,NA,Falls,1902,1966,TRUE,1,141388,TRUE,64,TRUE,HIGHBANK,FALLS,TX,1359200,Populated Place,Highbank,Falls,31.1699,-96.83359,98,1,31.1699,-96.83359,1871-1920,1921-2000
LOWNDES,NA,LOWNDES (CH),AL,LOWNDES,NA,NA,Lowndes,1830,1832,FALSE,7,34106,TRUE,2,TRUE,LOWNDES,LOWNDES,AL,161568,Civil,Lowndes County,Lowndes,32.15475,-86.6501077,55,NA,32.15475,-86.6501077,1821-1870,1821-1870
MARSH CREEK,NA,MARSH CREEK,MO,MADISON,NA,NA,Madison,1921,1932,TRUE,2,35509,TRUE,11,TRUE,MARSH CREEK,MADISON,MO,750942,Populated Place,Marsh Creek,Madison,37.4172745,-90.4645621,160,1,37.4172745,-90.4645621,1921-2000,1921-2000
GREENBRIER,NA,GREENBRIER (C.H.),WV,GREENBRIER,NA,NA,Greenbrier,1794,1830,TRUE,5,86259,TRUE,36,TRUE,GREENBRIER,GREENBRIER,WV,1556434,School,Greenbrier High School (historical),Greenbrier,37.74929,-80.4723,533,1,37.74929,-80.4723,1770-1820,1821-1870
EMORY,NA,EMORY,AL,CHOCTAW,NA,NA,Choctaw,1887,1932,TRUE,2,18426,TRUE,45,TRUE,EMORY,CHOCTAW,AL,156316,Populated Place,Emory,Choctaw,31.8107117,-88.4575258,67,1,31.8107117,-88.4575258,1871-1920,1921-2000
MINNEAPOLIS,NA,MINNEAPOLIS,KS,OTTAWA,NA,NA,Ottawa,1868,NA,TRUE,0,149159,TRUE,NA,TRUE,MINNEAPOLIS,OTTAWA,KS,2693858,Post Office,Minneapolis Post Office,Ottawa,39.12257,-97.70676,393,1,39.12257,-97.70676,1821-1870,for business
VERBECK,NA,VERBECK,KS,BARTON,NA,NA,Barton,1878,1904,TRUE,5,163214,TRUE,26,TRUE,VERBECK,BARTON,KS,482028,Locale,Verbeck (historical),Barton,38.64723,-98.71869,595,1,38.64723,-98.71869,1871-1920,1871-1920
FISH HOOK,NA,FISH HOOK,IL,PIKE,NA,NA,Pike,1858,1905,TRUE,4,82653,TRUE,47,TRUE,FISH HOOK,PIKE,IL,408403,Populated Place,Fish Hook,Pike,39.8056,-90.88541,229,1,39.8056,-90.88541,1821-1870,1871-1920
HOFFLUND,NA,HOFFLUND,ND,WILLIAMS,NA,NA,Williams,1895,1936,TRUE,2,141673,TRUE,41,TRUE,HOFFLUND,WILLIAMS,ND,1034925,School,Hofflund School,Williams,48.18335,-103.0194,567,1,48.18335,-103.0194,1871-1920,1921-2000
DENMAN,NA,DENMAN,TX,KIMBLE,NA,NA,Kimble,1876,1877,TRUE,7,133900,TRUE,1,TRUE,DENMAN,KIMBLE,TX,1374333,Populated Place,Denman,Kimble,30.48936,-99.77201,521,1,30.48936,-99.77201,1871-1920,1871-1920
CROZIER,NA,CROZIER,IA,BUENA VISTA,NA,NA,Buena Vista,1877,1902,FALSE,5,76953,TRUE,25,TRUE,CROZIER,BUENA VISTA,IA,1925737,Post Office,Crozier Post Office (historical),Buena Vista,42.69526,-95.06277,393,1,42.69526,-95.06277,1871-1920,1871-1920
NEW BRITAIN,NA,NEW BRITAIN,CT,HARTFORD,NA,NA,Hartford,1828,NA,TRUE,0,40069,TRUE,NA,TRUE,NEW BRITAIN,HARTFORD,CT,1943852,Post Office,New Britain Post Office,Hartford,41.6656145,-72.7760759,49,1,41.6656145,-72.7760759,1821-1870,for business
ETAM,NA,ETAM,WV,PRESTON,NA,NA,Preston,1881,1909,FALSE,4,81512,TRUE,28,TRUE,ETAM,PRESTON,WV,1554413,Populated Place,Etam,Preston,39.28538,-79.72812,533,1,39.28538,-79.72812,1871-1920,1871-1920
MARBLE,NA,MARBLE,OK,SEQUOYAH,NA,NA,Sequoyah,1895,1906,TRUE,5,147570,TRUE,11,TRUE,MARBLE,SEQUOYAH,OK,1824604,Civil,Marble Township,Sequoyah,35.58343,-94.83356,185,1,35.58343,-94.83356,1871-1920,1871-1920
LOPENA,NA,LOPENA,TX,ZAPATA,NA,NA,Zapata,1908,1910,TRUE,2,146623,TRUE,2,TRUE,LOPENO,ZAPATA,TX,2731293,Post Office,Lopeno Post Office,Zapata,26.7114,-99.11082,118,0.8333333,26.7114,-99.11082,1871-1920,1871-1920
CEYLON,NA,CEYLON,OH,ERIE,NA,NA,Erie,1871,1904,TRUE,4,73633,TRUE,33,TRUE,CEYLON,ERIE,OH,1985085,Post Office,Ceylon Post Office (historical),Erie,41.37227,-82.49434,186,1,41.37227,-82.49434,1871-1920,1871-1920
CROSS HILL,NA,CROSS HILL,ME,KENNEBEC,NA,NA,Kennebec,1860,1903,FALSE,3,13536,TRUE,43,TRUE,CROSS HILL,KENNEBEC,ME,2736701,Cemetery,Cross Hill Cemetery,Kennebec,44.3878095,-69.6519039,143,1,44.3878095,-69.6519039,1821-1870,1871-1920
BRANCH,NA,BRANCH,MO,CAMDEN,NA,NA,Camden,1899,1968,TRUE,1,6522,TRUE,69,TRUE,BRANCH,CAMDEN,MO,714632,Populated Place,Branch,Camden,37.9108682,-93.0051897,337,1,37.9108682,-93.0051897,1871-1920,1921-2000
ECKERT,NA,ECKERT,TX,GILLESPIE,NA,NA,Gillespie,1904,1938,TRUE,2,135180,TRUE,34,TRUE,ECKERT,GILLESPIE,TX,1379698,Populated Place,Eckert,Gillespie,30.41436,-98.7367,530,1,30.41436,-98.7367,1871-1920,1921-2000
VOLANTA,NA,VOLANTA,AL,BALDWIN,NA,NA,Baldwin,1904,1912,TRUE,4,59794,TRUE,8,TRUE,VOLANTA,BALDWIN,AL,128477,Populated Place,Volanta,Baldwin,30.533805,-87.9016596,31,1,30.533805,-87.9016596,1871-1920,1871-1920
BLACKBIRD,NA,BLACKBIRD,NE,BURT,NA,NA,Burt,1871,1872,TRUE,9,127462,TRUE,1,TRUE,BLACKBIRD,BURT,NE,827470,Church,Blackbird Church,Burt,41.98721,-96.38558,374,NA,41.98721,-96.38558,1871-1920,1871-1920
PLEASANT GREEN,NA,PLEASANT GREEN,GA,CHATTOOGA,NA,NA,Chattooga,1837,1840,TRUE,9,45700,TRUE,3,TRUE,PLEASANT GREEN,CHATTOOGA,GA,344478,Church,Pleasant Green Presbyterian Church (historical),Chattooga,34.4820305,-85.4063471,209,NA,34.4820305,-85.4063471,1821-1870,1821-1870
DEVILSFORK,NA,DEVILSFORK,WV,WYOMING,NA,NA,Wyoming,1915,1934,TRUE,2,78352,TRUE,19,TRUE,DEVILSFORK,WYOMING,WV,1741577,Post Office,Devilsfork Post Office,Wyoming,37.57916,-81.33069,479,1,37.57916,-81.33069,1871-1920,1921-2000
ROBARDS,NA,ROBARDS,KY,HENDERSON,NA,NA,Henderson,1922,NA,TRUE,0,109911,TRUE,NA,TRUE,ROBARDS,HENDERSON,KY,2794220,Post Office,Robards Post Office,Henderson,37.67384,-87.54651,132,1,37.67384,-87.54651,1921-2000,for business
CROSS TRAILS,NA,CROSS TRAILS,AL,COFFEE,NA,NA,Coffee,1878,1912,FALSE,2,13578,TRUE,34,TRUE,CROSS TRAILS,COFFEE,AL,167505,Post Office,Cross Trails Post Office,Coffee,31.2174872,-86.1703216,84,1,31.2174872,-86.1703216,1871-1920,1871-1920
COLQUITT,NA,COLQUITT,TX,KAUFMAN,NA,NA,Kaufman,1894,1901,TRUE,5,131925,TRUE,7,TRUE,COLQUITT,KAUFMAN,TX,1378145,Populated Place,Colquitt,Kaufman,32.7954,-96.35748,159,1,32.7954,-96.35748,1871-1920,1871-1920
MCCOMBS,NA,MCCOMBS,KY,PIKE,NA,NA,Pike,1905,NA,TRUE,0,98130,TRUE,NA,TRUE,MCCOMBS,PIKE,KY,2336911,Post Office,McCombs Post Office (historical),Pike,37.64831,-82.57051,213,1,37.64831,-82.57051,1871-1920,for business
BYINGTON,NA,BYINGTON,TN,KNOX,NA,NA,Knox,1904,1952,TRUE,1,8153,TRUE,48,TRUE,BYINGTON,KNOX,TN,1279237,Populated Place,Byington,Knox,35.9681355,-84.1182481,296,1,35.9681355,-84.1182481,1871-1920,1921-2000
JACHIN,NA,JACHIN,AL,CHOCTAW,NA,NA,Choctaw,1892,NA,TRUE,0,28889,TRUE,NA,TRUE,JACHIN,CHOCTAW,AL,155114,Populated Place,Jachin,Choctaw,32.2298651,-88.1683554,33,1,32.2298651,-88.1683554,1871-1920,for business
BETTSBURG,BETTSBURGH,BETTSBURG(H),NY,CHENANGO,NA,NA,Chenango,1808,1838,TRUE,7,4684,TRUE,30,TRUE,BETTSBURG,CHENANGO,NY,972228,Populated Place,Bettsburg,Chenango,42.201747,-75.5471274,316,1,42.201747,-75.5471274,1770-1820,1821-1870
RUPPS,NA,RUPPS,OH,MARION,NA,NA,Marion,1831,1831,TRUE,9,111048,TRUE,0,TRUE,RUPP,MARION,OH,1045263,Cemetery,Rupp Cemetery,Marion,40.51533,-83.09607,294,0.8,40.51533,-83.09607,1821-1870,1821-1870
