name,alt_name,orig_name,state,county1,county2,county3,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude,year_label,end_label
EPWORTH,NA,EPWORTH,VA,KING WILLIAM,NA,NA,King William,1893,1972,FALSE,1,81335,TRUE,79,TRUE,EPWORTH,KING WILLIAM,VA,1477309,Populated Place,Epworth,King William,37.79097,-77.21192,53,1,37.79097,-77.21192,1871-1920,1921-2000
GEDDIE,NA,GEDDIE,MS,JONES,NA,NA,Jones,1906,1906,TRUE,7,22091,TRUE,0,TRUE,GEDDIE,JONES,MS,691625,Populated Place,Geddie,Jones,31.6273866,-89.0900565,66,1,31.6273866,-89.0900565,1871-1920,1871-1920
MOSSMAIN,NA,MOSSMAIN,MT,YELLOWSTONE,NA,NA,Yellowstone,1916,1935,TRUE,2,149835,TRUE,19,TRUE,MOSSMAIN,YELLOWSTONE,MT,774416,Populated Place,Mossmain,Yellowstone,45.68467,-108.711,998,1,45.68467,-108.711,1871-1920,1921-2000
PARNELL,NA,PARNELL,MN,TRAVERSE,NA,NA,Traverse,1886,1888,TRUE,7,105220,TRUE,2,TRUE,PARNELL,TRAVERSE,MN,665261,Civil,Township of Parnell,Traverse,45.62915,-96.57361,340,NA,45.62915,-96.57361,1871-1920,1871-1920
LARIMORE,NA,LARIMORE,KS,FRANKLIN,NA,NA,Franklin,1881,1887,TRUE,6,145236,TRUE,6,TRUE,LARIMORE,FRANKLIN,KS,481926,Locale,Larimore (historical),Franklin,38.58335,-95.16553,267,1,38.58335,-95.16553,1871-1920,1871-1920
JUDSON,NA,JUDSON,WA,FRANKLIN,NA,NA,Franklin,1900,1903,TRUE,5,143499,TRUE,3,TRUE,JUDSON,FRANKLIN,WA,1512459,Populated Place,Judson,Franklin,46.57625,-119.0067,210,1,46.57625,-119.0067,1871-1920,1871-1920
KING,NA,KING,LA,MADISON,NA,NA,Madison,1880,1923,TRUE,3,30491,TRUE,43,TRUE,KING,MADISON,LA,543354,Populated Place,King,Madison,32.2407051,-91.1214985,26,1,32.2407051,-91.1214985,1871-1920,1921-2000
LITTEL,NA,LITTEL,WA,LEWIS,NA,NA,Lewis,1903,1938,TRUE,1,146176,TRUE,35,TRUE,LITTELL,LEWIS,WA,1506183,Populated Place,Littell,Lewis,46.63677,-123.0354,61,0.8333333,46.63677,-123.0354,1871-1920,1921-2000
ROBERTS,NA,ROBERTS,AR,MILLER,NA,NA,Miller,1890,1912,TRUE,4,49026,TRUE,22,TRUE,ROBERTS,MILLER,AR,63119,Populated Place,Roberts (historical),Miller,33.2817944,-93.8840704,86,1,33.2817944,-93.8840704,1871-1920,1871-1920
NOLAN,NA,NOLAN,TX,NOLAN,NA,NA,Nolan,1892,NA,TRUE,0,151068,TRUE,NA,TRUE,NOLAN,NOLAN,TX,2732178,Post Office,Nolan Post Office,Nolan,32.27328,-100.24,763,1,32.27328,-100.24,1871-1920,for business
ROSETTA,NA,ROSETTA,MS,WILKINSON,NA,NA,Wilkinson,1890,1955,TRUE,1,49720,TRUE,65,TRUE,ROSETTA,WILKINSON,MS,694615,Populated Place,Rosetta,Wilkinson,31.3165599,-91.1009386,49,1,31.3165599,-91.1009386,1871-1920,1921-2000
SACO,NA,SACO,GA,MITCHELL,NA,NA,Mitchell,1897,1904,TRUE,5,50339,TRUE,7,TRUE,SACO,MITCHELL,GA,343662,Populated Place,Saco (historical),Mitchell,31.185184,-84.0835122,109,1,31.185184,-84.0835122,1871-1920,1871-1920
CENTRE VILLAGE,NA,CENTRE VILLAGE,MD,HOWARD,NA,NA,Howard,1863,1864,TRUE,7,73583,TRUE,1,TRUE,CENTRE VILLAGE,HOWARD,MD,1708929,Post Office,Centre Village,Howard,39.18429,-76.87109,105,1,39.18429,-76.87109,1821-1870,1821-1870
EUSHNELL,NA,EUSHNELL,OH,ASHTABULA,NA,NA,Ashtabula,1882,1905,TRUE,3,81623,TRUE,23,TRUE,BUSHNELL,ASHTABULA,OH,1056744,Populated Place,Bushnell,Ashtabula,41.86283,-80.57146,264,0.875,41.86283,-80.57146,1871-1920,1871-1920
ELMVILLE,NA,ELMVILLE,KY,FRANKLIN,NA,NA,Franklin,1877,1917,FALSE,3,80946,TRUE,40,TRUE,ELMVILLE,FRANKLIN,KY,2569541,Post Office,Elmville Post Office (historical),Franklin,38.34172,-84.76119,218,1,38.34172,-84.76119,1871-1920,1871-1920
EBER,NA,EBER,OH,FAYETTE,NA,NA,Fayette,1892,1902,TRUE,5,80091,TRUE,10,TRUE,EBER,FAYETTE,OH,1985346,Post Office,Eber Post Office (historical),Fayette,39.57228,-83.47075,304,1,39.57228,-83.47075,1871-1920,1871-1920
BOEHLER,NA,BOEHLER,OK,ATOKA,NA,NA,Atoka,1914,1948,TRUE,1,127796,TRUE,34,TRUE,BOEHLER,ATOKA,OK,1100219,Populated Place,Boehler,Atoka,34.17093,-95.88359,173,1,34.17093,-95.88359,1871-1920,1921-2000
COPELAND,NA,COPELAND,AR,VAN BUREN,NA,NA,Van Buren,1882,1955,TRUE,1,12546,TRUE,73,TRUE,COPELAND,VAN BUREN,AR,57582,Populated Place,Copeland,Van Buren,35.6714669,-92.6365517,461,1,35.6714669,-92.6365517,1871-1920,1921-2000
SHEEP CAMP,NA,SHEEP CAMP,AK,NA,NA,NA,NA,1898,1899,TRUE,9,158525,TRUE,1,TRUE,SHEEP CAMP,SKAGWAY,AK,1989957,Locale,Sheep Camp,Skagway,59.65861,-135.2656,301,1,59.65861,-135.2656,1871-1920,1871-1920
SHOALSBURG,NA,SHOALSBURG,MO,NEWTON,NA,NA,Newton,1867,1883,TRUE,6,52558,TRUE,16,TRUE,SHOALSBURGH,NEWTON,MO,729953,Populated Place,Shoalsburgh,Newton,37.021729,-94.5221683,320,0.9,37.021729,-94.5221683,1821-1870,1871-1920
ERIE,NA,ERIE,MN,PENNINGTON,NA,NA,Pennington,1905,1938,TRUE,2,81372,TRUE,33,TRUE,ERIE,PENNINGTON,MN,2093592,Post Office,Erie Post Office (historical),Pennington,48.07222,-95.725,359,1,48.07222,-95.725,1871-1920,1921-2000
AUGLAIZE,NA,AUGLAIZE,MO,CAMDEN,NA,NA,Camden,1893,1895,TRUE,6,2260,TRUE,2,TRUE,AUGLAIZE,CAMDEN,MO,713481,Cemetery,Auglaize Cemetery,Camden,38.09751,-92.5994839,246,1,38.09751,-92.5994839,1871-1920,1871-1920
COOLIDGE,NA,COOLIDGE,WI,PRICE,NA,NA,Price,1883,1892,TRUE,7,75878,TRUE,9,TRUE,COOLIDGE,PRICE,WI,1840272,Populated Place,Coolidge (historical),Price,45.81162,-90.40793,458,1,45.81162,-90.40793,1871-1920,1871-1920
EDMONSON,NA,EDMONSON,MO,BENTON,NA,NA,Benton,1886,1916,TRUE,4,17655,TRUE,30,TRUE,EDMONSON,BENTON,MO,717409,Populated Place,Edmonson,Benton,38.3094693,-93.2240908,236,1,38.3094693,-93.2240908,1871-1920,1871-1920
ONAWA,NA,ONAWA,ME,PISCATAQUIS,NA,NA,Piscataquia,1895,1970,FALSE,1,42681,TRUE,75,TRUE,ONAWA,PISCATAQUIS,ME,579590,Populated Place,Onawa,Piscataquis,45.3667156,-69.3717161,186,1,45.3667156,-69.3717161,1871-1920,1921-2000
WARDVILLE,NA,WARDVILLE,LA,MOREHOUSE,NA,NA,Morehouse,1903,1927,FALSE,3,60336,TRUE,24,TRUE,WARDVILLE,MOREHOUSE,LA,546944,Populated Place,Wardville,Morehouse,32.8748531,-91.9051285,29,1,32.8748531,-91.9051285,1871-1920,1921-2000
STISSING,NA,STISSING,NY,DUTCHESS,NA,NA,Dutchess,1870,1932,TRUE,2,55386,TRUE,62,TRUE,STISSING,DUTCHESS,NY,966458,Populated Place,Stissing,Dutchess,41.9092594,-73.6820723,145,1,41.9092594,-73.6820723,1821-1870,1921-2000
NAPIAS,NA,NAPIAS,NV,EUREKA,NA,NA,Eureka,1870,1870,TRUE,9,150339,TRUE,0,TRUE,NAPIAS,EUREKA,NV,864685,Post Office,Napias Post Office,Eureka,39.51212,-115.9606,1977,1,39.51212,-115.9606,1821-1870,1821-1870
BURIEN,NA,BURIEN,WA,KING,NA,NA,King,1919,1962,TRUE,1,129018,TRUE,43,TRUE,BURIEN,KING,WA,2462601,Post Office,Burien Post Office,King,47.46829,-122.3424,108,1,47.46829,-122.3424,1871-1920,1921-2000
OLYPHANT,NA,OLYPHANT,PA,LACKAWANNA,NA,NA,Lackawanna,1868,NA,TRUE,0,42642,TRUE,NA,TRUE,OLYPHANT,LACKAWANNA,PA,2772892,Post Office,Olyphant Post Office,Lackawanna,41.4700348,-75.597227,242,1,41.4700348,-75.597227,1821-1870,for business
WALHALLA,NA,WALHALLA CH),SC,OCONEE,NA,NA,Oconee,1853,NA,TRUE,0,60004,TRUE,NA,TRUE,WALHALLA,OCONEE,SC,1252284,Post Office,Walhalla Post Office,Oconee,34.7675905,-83.0680045,304,1,34.7675905,-83.0680045,1821-1870,for business
KENNAN,NA,KENNAN,WI,PRICE,NA,NA,Price,1889,NA,TRUE,0,92373,TRUE,NA,TRUE,KENNAN,PRICE,WI,2792968,Post Office,Kennan Post Office,Price,45.53088,-90.59328,462,1,45.53088,-90.59328,1871-1920,for business
CATHERIN,NA,CATHERIN,CO,GARFIELD,NA,NA,Garfield,1892,1902,TRUE,6,130234,TRUE,10,TRUE,CATHERINE,GARFIELD,CO,174845,Populated Place,Catherine,Garfield,39.40721,-107.1528,1916,0.875,39.40721,-107.1528,1871-1920,1871-1920
LAKOTA,NA,LAKOTA,VA,CULPEPER,NA,NA,Culpeper,1893,1953,TRUE,1,93613,TRUE,60,TRUE,LAKOTA,CULPEPER,VA,1493176,Populated Place,Lakota,Culpeper,38.5829,-77.87805,93,1,38.5829,-77.87805,1871-1920,1921-2000
VANDALIA,NA,VANDALIA,MI,CASS,NA,NA,Cass,1850,NA,TRUE,0,119179,TRUE,NA,TRUE,VANDALIA,CASS,MI,2414358,Post Office,Vandalia Post Office,Cass,41.91678,-85.91234,270,1,41.91678,-85.91234,1821-1870,for business
ADDIE,NA,ADDIE,MS,ISSAQUENA,NA,NA,Issaquena,1910,1918,TRUE,4,274,TRUE,8,TRUE,ADDIE,ISSAQUENA,MS,691659,Populated Place,Addie,Issaquena,32.987347,-91.0759398,33,1,32.987347,-91.0759398,1871-1920,1871-1920
LENOIRS,NA,LENOIRS,TN,LOUDON,NA,NA,Loudon,1823,1892,TRUE,2,32329,TRUE,69,TRUE,LENOIRS,LOUDON,TN,1649968,Post Office,Lenoirs Post Office,Loudon,35.7923487,-84.2642767,241,1,35.7923487,-84.2642767,1821-1870,1871-1920
HUMBOLDT,NA,HUMBOLDT,IA,HUMBOLDT,NA,NA,Humboldt,1872,NA,TRUE,0,90176,TRUE,NA,TRUE,HUMBOLDT,HUMBOLDT,IA,1926092,Post Office,Humboldt Post Office,Humboldt,42.72124,-94.21631,331,1,42.72124,-94.21631,1871-1920,for business
GRAHAM,NA,GRAHAM,ID,BOISE,NA,NA,Boise,1888,1892,TRUE,7,139366,TRUE,4,TRUE,GRAHAM,BOISE,ID,399896,Populated Place,Graham (historical),Boise,43.96879,-115.2745,1770,1,43.96879,-115.2745,1871-1920,1871-1920
LEO,NA,LEO,MN,ROSEAU,NA,NA,Roseau,1897,1915,TRUE,4,94536,TRUE,18,TRUE,LEO,ROSEAU,MN,2107708,Post Office,Leo Post Office (historical),Roseau,48.76083,-96.25028,314,1,48.76083,-96.25028,1871-1920,1871-1920
PLAINFIELD,NA,PLAINFIELD,MI,LIVINGSTON,NA,NA,Livingston,1837,1913,TRUE,1,106655,TRUE,76,TRUE,PLAINFIELD,LIVINGSTON,MI,2630997,Post Office,Plainfield Post Office (historical),Livingston,42.49694,-84.1075,291,1,42.49694,-84.1075,1821-1870,1871-1920
TYRE,NA,TYRE,GA,DOUGLAS,NA,NA,Douglas,1883,1904,TRUE,5,58610,TRUE,21,TRUE,TYREE,DOUGLAS,GA,1686577,Populated Place,Tyree,Douglas,33.6151102,-84.8793836,365,0.75,33.6151102,-84.8793836,1871-1920,1871-1920
PLAINVIEW,NA,PLAINVIEW,SD,MEADE,NA,NA,Meade,1908,1972,TRUE,1,153966,TRUE,64,TRUE,PLAINVIEW,MEADE,SD,1257075,Populated Place,Plainview,Meade,44.60221,-102.1615,735,1,44.60221,-102.1615,1871-1920,1921-2000
FISHERFIELD,NA,FISHERFIELD,NH,MERRIMACK,NA,NA,Merrimack,1818,1837,TRUE,8,20073,TRUE,19,TRUE,FISHERSFIELD,MERRIMACK,NH,871327,Populated Place,Fishersfield,Merrimack,43.3214646,-72.0359175,336,0.909090909,43.3214646,-72.0359175,1770-1820,1821-1870
WINTERSET,NA,WINTERSET,OH,GUERNSEY,NA,NA,Guernsey,1892,1965,TRUE,1,122731,TRUE,73,TRUE,WINTERSET,GUERNSEY,OH,1988774,Post Office,Winterset Post Office (historical),Guernsey,40.10424,-81.4165,254,1,40.10424,-81.4165,1871-1920,1921-2000
STONY CREEK,NA,STONY CREEK,MI,OAKLAND,NA,NA,Oakland,1825,1832,TRUE,9,115704,TRUE,7,TRUE,STONY CREEK,OAKLAND,MI,2649081,Post Office,Stony Creek Post Office (historical),Oakland,42.69611,-83.11194,231,1,42.69611,-83.11194,1821-1870,1821-1870
HADLEY,NA,HADLEY,IL,COOK,NA,NA,Cook,1835,1882,FALSE,3,86883,TRUE,47,TRUE,HALEY,COOK,IL,409633,School,Haley School,Cook,41.81892,-87.79395,185,0.8333333,41.81892,-87.79395,1821-1870,1871-1920
VIRGIL CITY,NA,VIRGIL CITY,MO,VERNON,NA,NA,Vernon,1868,1905,FALSE,4,59755,TRUE,37,TRUE,VIRGIL CITY,VERNON,MO,748286,Cemetery,Virgil City Cemetery,Vernon,37.760866,-94.0829908,292,1,37.760866,-94.0829908,1821-1870,1871-1920
RINGGOLD,NA,RINGGOLD,LA,BIENVILLE,NA,NA,Bienville,1849,NA,FALSE,0,48743,TRUE,NA,TRUE,RINGGOLD,BIENVILLE,LA,555803,Populated Place,Ringgold,Bienville,32.3284899,-93.2798917,85,1,32.3284899,-93.2798917,1821-1870,for business
BADGER,NA,BADGER,OR,SHERMAN,NA,NA,Sherman,1882,1887,TRUE,7,125869,TRUE,5,TRUE,BADGER,SHERMAN,OR,1164194,Post Office,Badger Post Office (historical),Sherman,45.52068,-120.6834,500,1,45.52068,-120.6834,1871-1920,1871-1920
NET RIVER,NA,NET RIVER,MI,IRON,NA,NA,Iron,1907,1910,TRUE,7,101743,TRUE,3,TRUE,NET RIVER,IRON,MI,2129437,Post Office,Net River Post Office (historical),Iron,46.385,-88.52833,463,1,46.385,-88.52833,1871-1920,1871-1920
TENNIS,NA,TENNIS,SD,HAND,NA,NA,Hand,1887,1935,TRUE,1,161409,TRUE,48,TRUE,TENNIS,HAND,SD,1264326,Locale,Tennis (historical),Hand,44.86748,-99.294,585,1,44.86748,-99.294,1871-1920,1921-2000
KINDRICK,NA,KINDRICK,VA,GRAYSON,NA,NA,Grayson,1900,1942,TRUE,2,92728,TRUE,42,TRUE,KINDRICK,GRAYSON,VA,1496029,Populated Place,Kindrick,Grayson,36.59901,-81.33788,824,1,36.59901,-81.33788,1871-1920,1921-2000
SHUTLER,NA,SHUTLER,OR,GILLIAM,NA,NA,Gilliam,1915,1918,TRUE,6,158776,TRUE,3,TRUE,SHUTLER,GILLIAM,OR,1165944,Post Office,Shutler Post Office (historical),Gilliam,45.63319,-120.1687,217,1,45.63319,-120.1687,1871-1920,1871-1920
PINE GROVE,NA,PINE GROVE,TN,LOUDON,NA,NA,Loudon,1909,1923,TRUE,3,45199,TRUE,14,TRUE,PINE GROVE,LOUDON,TN,1309594,Populated Place,Pine Grove,Loudon,35.8061874,-84.360758,263,1,35.8061874,-84.360758,1871-1920,1921-2000
JONESBORO,NA,JONESBORO,ME,WASHINGTON,NA,NA,Washington,1809,NA,TRUE,0,29604,TRUE,NA,TRUE,JONESBORO,WASHINGTON,ME,1909220,Post Office,Jonesboro Post Office,Washington,44.6591328,-67.5772554,14,1,44.6591328,-67.5772554,1770-1820,for business
FRENCH BROAD,NA,FRENCH BROAD,TN,JEFFERSON,NA,NA,Jefferson,1898,1900,TRUE,6,21308,TRUE,2,TRUE,FRENCH BROAD,JEFFERSON,TN,1284903,Locale,French Broad,Jefferson,36.0242606,-83.3054419,323,1,36.0242606,-83.3054419,1871-1920,1871-1920
BUNCOMB,NA,BUNCOMB,TX,PANOLA,NA,NA,Panola,1891,1893,TRUE,7,128963,TRUE,2,TRUE,BUNCOMB,PANOLA,TX,1379475,Populated Place,Buncomb,Panola,32.04905,-94.42381,90,1,32.04905,-94.42381,1871-1920,1871-1920
BLACK JACK,NA,BLACK JACK,MS,BENTON,NA,NA,Benton,1873,1882,TRUE,7,5132,TRUE,9,TRUE,BLACK JACK,BENTON,MS,704503,Populated Place,Black Jack,Benton,34.8770373,-89.084788,189,1,34.8770373,-89.084788,1871-1920,1871-1920
FLAT ROCK,NA,FLAT ROCK,GA,PIKE,NA,NA,Pike,1877,1879,TRUE,8,20218,TRUE,2,TRUE,FLAT ROCK,PIKE,GA,346407,Cemetery,Flat Rock Cemetery,Pike,33.1398138,-84.320438,268,1,33.1398138,-84.320438,1871-1920,1871-1920
CONINGS,NA,CONINGS,WV,GILMER,NA,NA,Gilmer,1880,1918,FALSE,4,75734,TRUE,38,TRUE,CONINGS,GILMER,WV,1537569,Populated Place,Conings,Gilmer,39.07981,-80.76677,272,1,39.07981,-80.76677,1871-1920,1871-1920
LEVAN,NA,LEVAN,UT,JUAB,NA,NA,Juab,1869,NA,TRUE,0,145825,TRUE,NA,TRUE,LEVAN,JUAB,UT,2769067,Post Office,Levan Post Office,Juab,39.5583,-111.8646,1616,1,39.5583,-111.8646,1821-1870,for business
SAND RIDGE,NA,SAND RIDGE,IA,LEE,NA,NA,Lee,1848,1849,TRUE,8,111818,TRUE,1,TRUE,SAND RIDGE,LEE,IA,1981292,Post Office,Sand Ridge Post Office,Lee,40.71091,-91.22993,172,1,40.71091,-91.22993,1821-1870,1821-1870
VERNON CENTRE,NA,VERNON CENTRE,MN,BLUE EARTH,NA,NA,Blue Earth,1861,1893,TRUE,1,119422,TRUE,32,TRUE,VERNON CENTRE,BLUE EARTH,MN,2051655,Post Office,Vernon Centre Post Office,Blue Earth,43.96202,-94.16779,314,1,43.96202,-94.16779,1821-1870,1871-1920
AUTWINE,NA,AUTWINE,OK,KAY,NA,NA,Kay,1903,1922,TRUE,3,125737,TRUE,19,TRUE,AUTWINE,KAY,OK,1100184,Populated Place,Autwine,Kay,36.72198,-97.23004,295,1,36.72198,-97.23004,1871-1920,1921-2000
VARIEN,NA,VARIEN,OR,LANE,NA,NA,Lane,1892,1895,TRUE,7,163117,TRUE,3,TRUE,VARIEN,LANE,OR,1166097,Post Office,Varien Post Office (historical),Lane,44.10123,-123.4582,152,1,44.10123,-123.4582,1871-1920,1871-1920
GRAVELHILL,NA,GRAVELHILL,MO,CAPE GIRARDEAU,NA,NA,Cape Girardeau,1894,1907,TRUE,5,23556,TRUE,13,TRUE,GRAVELHILL,CAPE GIRARDEAU,MO,718736,Populated Place,Gravelhill,Cape Girardeau,37.3575529,-89.8400985,128,1,37.3575529,-89.8400985,1871-1920,1871-1920
EAST RICHFORD,NA,EAST RICHFORD,VT,FRANKLIN,NA,NA,Franklin,1855,1954,TRUE,3,17144,TRUE,99,TRUE,EAST RICHFORD,FRANKLIN,VT,1457315,Populated Place,East Richford,Franklin,45.0111559,-72.5859557,155,1,45.0111559,-72.5859557,1821-1870,1921-2000
CAYOTE,NA,CAYOTE,NE,DAWSON,NA,NA,Dawson,1877,1877,TRUE,9,130289,TRUE,0,TRUE,CAYOTE,DAWSON,NE,828579,Populated Place,Cayote,Dawson,40.82084,-99.88373,747,1,40.82084,-99.88373,1871-1920,1871-1920
PALMDALE,NA,PALMDALE,CA,LOS ANGELES,NA,NA,Los Angeles,1890,NA,FALSE,0,152651,TRUE,NA,TRUE,PALMDALE,LOS ANGELES,CA,1733688,Post Office,Palmdale Post Office,Los Angeles,34.57888,-118.0892,796,1,34.57888,-118.0892,1871-1920,for business
YEOVILLE,NA,YEOVILLE,OR,GRANT,NA,NA,Grant,1887,1887,TRUE,8,165883,TRUE,0,TRUE,YEOVILLE,GRANT,OR,1164799,Post Office,Yeoville Post Office (historical),Grant,44.20682,-118.9991,1454,1,44.20682,-118.9991,1871-1920,1871-1920
OAK HILL,NA,OAK HILL,WI,JEFFERSON,NA,NA,Jefferson,1847,1904,TRUE,4,103318,TRUE,57,TRUE,OAK HILL,JEFFERSON,WI,1570634,Populated Place,Oak Hill,Jefferson,42.93584,-88.58677,250,1,42.93584,-88.58677,1821-1870,1871-1920
SILICA,NA,SILICA,WV,RANDOLPH,NA,NA,Randolph,1904,1949,TRUE,1,113473,TRUE,45,TRUE,SILICA,RANDOLPH,WV,1555624,Populated Place,Silica,Randolph,38.68733,-80.24008,713,1,38.68733,-80.24008,1871-1920,1921-2000
NATURAL BRIDGE,NA,NATURAL BRIDGE,NY,JEFFERSON,NA,NA,Jefferson,1829,NA,TRUE,0,39723,TRUE,NA,TRUE,NATURAL BRIDGE,JEFFERSON,NY,2618032,Post Office,Natural Bridge Post Office,Jefferson,44.0694832,-75.4962518,251,1,44.0694832,-75.4962518,1821-1870,for business
MARYSVALE,NA,MARYSVALE,UT,PIUTE,NA,NA,Piute,1872,NA,TRUE,0,147833,TRUE,NA,TRUE,MARYSVALE,PIUTE,UT,1455384,Post Office,Marysvale Post Office,Piute,38.45148,-112.2315,1788,1,38.45148,-112.2315,1871-1920,for business
SAINT LUKE,SAINT LUKES,SAINT LUKE(S),VA,SHENANDOAH,NA,NA,Shenandoah,1880,1906,TRUE,5,111514,TRUE,26,TRUE,SAINT LUKE,SHENANDOAH,VA,1500012,Populated Place,Saint Luke,Shenandoah,38.90344,-78.58057,312,1,38.90344,-78.58057,1871-1920,1871-1920
FIFTY LAKES,NA,FIFTY LAKES,MN,CROW WING,NA,NA,Crow Wing,1926,NA,TRUE,0,82542,TRUE,NA,TRUE,FIFTY LAKES,CROW WING,MN,662870,Post Office,Fifty Lakes Post Office,Crow Wing,46.73783,-94.0498,390,1,46.73783,-94.0498,1921-2000,for business
PLEASANT PARK,NA,PLEASANT PARK,MO,CARROLL,NA,NA,Carroll,1835,1882,TRUE,6,45760,TRUE,47,TRUE,PLEASANT PARK,CARROLL,MO,724570,Cemetery,Pleasant Park Cemetery,Carroll,39.3950159,-93.2915889,213,1,39.3950159,-93.2915889,1821-1870,1871-1920
AMHERST,NA,AMHERST,WI,PORTAGE,NA,NA,Portage,1858,NA,TRUE,0,65393,TRUE,NA,TRUE,AMHERST,PORTAGE,WI,2792666,Post Office,Amherst Post Office,Portage,44.4515355,-89.2848522,320,1,44.4515355,-89.2848522,1821-1870,for business
NIX,NA,NIX,AR,DALLAS,NA,NA,Dallas,1888,1918,TRUE,4,40772,TRUE,30,TRUE,NIX,DALLAS,AR,60973,Populated Place,Nix (historical),Dallas,33.9839897,-92.7465519,68,1,33.9839897,-92.7465519,1871-1920,1871-1920
APEX,NA,APEX,MT,BEAVERHEAD,NA,NA,Beaverhead,1886,1925,FALSE,3,125074,TRUE,39,TRUE,APEX,BEAVERHEAD,MT,1797115,Post Office,Apex Post Office (historical),Beaverhead,45.38187,-112.7072,1657,1,45.38187,-112.7072,1871-1920,1921-2000
COAL CITY,NA,COAL CITY,AL,ST. CLAIR,NA,NA,Saint Clair,1890,1929,TRUE,2,11550,TRUE,39,TRUE,COAL CITY,ST. CLAIR,AL,164607,Populated Place,Coal City,St. Clair,33.6606576,-86.2633107,155,1,33.6606576,-86.2633107,1871-1920,1921-2000
COLRAIN,NA,COLRAIN (1),MA,FRANKLIN,NA,NA,Franklin,1924,1967,TRUE,1,12026,TRUE,43,TRUE,COLRAIN,FRANKLIN,MA,1977190,Post Office,Colrain Post Office,Franklin,42.6724989,-72.7002163,189,1,42.6724989,-72.7002163,1921-2000,1921-2000
HELMICK,NA,HELMICK,SD,HAND,NA,NA,Hand,1886,1910,TRUE,4,141088,TRUE,24,TRUE,HELMICK,HAND,SD,1264318,Locale,Helmick (historical),Hand,44.77748,-98.78954,419,1,44.77748,-98.78954,1871-1920,1871-1920
BURDOCK,NA,BURDOCK,SD,FALL RIVER,NA,NA,Fall River,1919,1967,TRUE,1,129000,TRUE,48,TRUE,BURDOCK,FALL RIVER,SD,1265622,Populated Place,Burdock,Fall River,43.45303,-103.9933,1110,1,43.45303,-103.9933,1871-1920,1921-2000
FARGO,NA,FARGO,KS,SEWARD,NA,NA,Seward,1906,1912,TRUE,4,136689,TRUE,6,TRUE,FARGO,SEWARD,KS,470670,Civil,Township of Fargo,Seward,37.13059,-100.7472,775,NA,37.13059,-100.7472,1871-1920,1871-1920
PADLEFORD'S,PADDLEFORD'S,PAD(D)LEFORD'S,NY,ONTARIO,NA,NA,Ontario,1874,1894,FALSE,5,43470,TRUE,20,TRUE,PADDLEFORDS,ONTARIO,NY,972906,Populated Place,Paddlefords,Ontario,42.9403416,-77.3177629,218,0.818181818,42.9403416,-77.3177629,1871-1920,1871-1920
NEW RUSSIA,NA,NEW RUSSIA,NY,ESSEX,NA,NA,Essex,1850,NA,TRUE,0,40337,TRUE,NA,TRUE,NEW RUSSIA,ESSEX,NY,2795556,Post Office,New Russia Post Office,Essex,44.1623857,-73.6106414,191,1,44.1623857,-73.6106414,1821-1870,for business
GREENWICH,NA,GREENWICH,KS,SEDGWICK,NA,NA,Sedgwick,1874,NA,TRUE,0,139736,TRUE,NA,TRUE,GREENWICH,SEDGWICK,KS,473873,Populated Place,Greenwich,Sedgwick,37.78279,-97.20365,427,1,37.78279,-97.20365,1871-1920,for business
PELAHATCHEE DEPOT,NA,PELAHATCHEE DEPOT,MS,RANKIN,NA,NA,Rankin,1859,1890,TRUE,3,44417,TRUE,31,TRUE,PELAHATCHIE DEPOT,RANKIN,MS,709114,Locale,Pelahatchie Depot (historical),Rankin,32.4195872,-89.9575818,108,0.941176471,32.4195872,-89.9575818,1821-1870,1871-1920
PRAIRIE HOME,NA,PRAIRIE HOME,NE,LANCASTER,NA,NA,Lancaster,1872,1967,TRUE,1,154623,TRUE,95,TRUE,PRAIRIE HOME,LANCASTER,NE,1899196,Post Office,Prairie Home Post Office (historical),Lancaster,40.86472,-96.52084,393,1,40.86472,-96.52084,1871-1920,1921-2000
OTIS,NA,OTIS,NE,HAMILTON,NA,NA,Hamilton,1873,1889,TRUE,7,152348,TRUE,16,TRUE,OTIS,HAMILTON,NE,1881566,Civil,Township of Otis,Hamilton,41.00279,-97.88089,538,NA,41.00279,-97.88089,1871-1920,1871-1920
CRAFTSVILLE,NA,CRAFTSVILLE (2),KY,LETCHER,NA,NA,Letcher,1918,1932,TRUE,2,76461,TRUE,14,TRUE,CRAFTSVILLE,LETCHER,KY,2127256,Post Office,Craftsville Post Office,Letcher,37.16749,-82.75239,376,1,37.16749,-82.75239,1871-1920,1921-2000
FREEMAN,NA,FREEMAN,MN,FREEBORN,NA,NA,Freeborn,1899,1899,TRUE,7,83863,TRUE,0,TRUE,FREEMAN,FREEBORN,MN,664227,Civil,Township of Freeman,Freeborn,43.54267,-93.3488,377,NA,43.54267,-93.3488,1871-1920,1871-1920
ATHENS,NA,ATHENS,IN,FULTON,NA,NA,Fulton,1896,NA,TRUE,0,66295,TRUE,NA,TRUE,ATHENS,FULTON,IN,430320,Populated Place,Athens,Fulton,41.0536539,-86.1252751,246,1,41.0536539,-86.1252751,1871-1920,for business
