name,alt_name,orig_name,state,county1,county2,county3,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude
GOBLE,NA,GOBLE,KS,WALLACE,NA,NA,Wallace,1909,1914,TRUE,4,139019,FALSE,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CASS,NA,CASS,IL,DUPAGE,NA,NA,Du Page,1834,1885,TRUE,5,73087,TRUE,51,TRUE,CASS,DUPAGE,IL,1748165,Cemetery,Cass Cemetery,DuPage,41.73002,-87.98119,218,1,41.73002,-87.98119
MACK,NA,MACK,WV,MONONGALIA,NA,NA,Monongalia,1899,1901,TRUE,6,96647,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BATTLEBORO,BATTLEBOROUGH,BATTLEBORO(UGH),NC,EDGECOMBE,NA,NA,Edgecombe,1840,1886,TRUE,5,67454,TRUE,46,TRUE,BATTLEBORO,EDGECOMBE,NC,980632,Populated Place,Battleboro,Edgecombe,36.0490424,-77.7491431,39,1,36.0490424,-77.7491431
BLANCBVILLE,NA,BLANCBVILLE,KS,MARSHALL,NA,NA,Marshall,1871,1879,TRUE,7,127552,FALSE,8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOWARD,NA,HOWARD,WI,SHEBOYGAN,NA,NA,Sheboygan,1894,1902,TRUE,5,89920,TRUE,8,TRUE,HOARD,SHEBOYGAN,WI,1834581,School,Hoard School (historical),Sheboygan,43.59444,-87.88981,230,0.8333333,43.59444,-87.88981
TRACY,NA,TRACY,GA,MERIWETHER,NA,NA,Meriwether,1894,1899,TRUE,6,57907,FALSE,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EDWARDS,NA,EDWARDS,KY,LOGAN,NA,NA,Logan,1885,1933,TRUE,2,80319,TRUE,48,TRUE,EDWARDS,LOGAN,KY,491573,Populated Place,Edwards,Logan,36.95921,-86.94083,171,1,36.95921,-86.94083
SHELTON,NA,SHELTON,MS,JEFFERSON,NA,NA,Jefferson,1890,1891,TRUE,7,52328,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RYE,NA,RYE,AR,SEBASTIAN,NA,NA,Sebastian,1886,1888,TRUE,8,50280,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLANCHET,NA,BLANCHET,OR,WASHINGTON,NA,NA,Washington,1898,1898,TRUE,8,127568,TRUE,0,TRUE,BLANCHET,WASHINGTON,OR,1164221,Post Office,Blanchet Post Office (historical),Washington,45.55317,-123.0809,58,1,45.55317,-123.0809
BROOKLYN,NA,BROOKLYN,CA,ALAMEDA,NA,NA,Alameda,1855,1878,TRUE,4,128586,TRUE,23,TRUE,BROOKLYN,ALAMEDA,CA,1661729,Church,Brooklyn Presbyterian Church,Alameda,37.79104,-122.2475,13,NA,37.79104,-122.2475
BIG FOOT,NA,BIG FOOT,WI,WALWORTH,NA,NA,Walworth,1838,1839,TRUE,8,68798,TRUE,1,TRUE,BIG FOOT,WALWORTH,WI,1561725,School,Big Foot High School,Walworth,42.526691,-88.594333,302,1,42.526691,-88.594333
TEXON,NA,TEXON,TX,REAGAN,NA,NA,Reagan,1926,1988,TRUE,1,161500,TRUE,62,TRUE,TEXON,REAGAN,TX,1380651,Populated Place,Texon,Reagan,31.22487,-101.6896,830,1,31.22487,-101.6896
GILLESPIEVILLE,NA,GILLESPIEVILLE,OH,ROSS,NA,NA,Ross,1833,1929,TRUE,2,84938,TRUE,96,TRUE,GILLESPIEVILLE,ROSS,OH,2043402,Post Office,Gillespieville Post Office,Ross,39.26524,-82.79094,208,1,39.26524,-82.79094
BANK VILLAGE,NA,BANK VILLAGE,NH,HILLSBOROUGH,NA,NA,Hillsboro,1884,1914,TRUE,4,2848,FALSE,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANGELICA,NA,ANGELICA,WI,SHAWANO,NA,NA,Shawano,1866,1916,TRUE,4,65555,TRUE,50,TRUE,ANGELICA,SHAWANO,WI,1560867,Populated Place,Angelica,Shawano,44.6738809,-88.3137133,268,1,44.6738809,-88.3137133
HOLMESVILLE,NA,HOLMESVILLE,AL,PIKE,NA,NA,Pike,1818,1819,TRUE,9,27154,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SARPY,NA,SARPY,NE,SARPY,NA,NA,Sarpy,1864,1866,TRUE,8,157834,TRUE,2,TRUE,SARPY,SARPY,NE,835898,Civil,Sarpy County,Sarpy,41.11293,-96.11199,341,NA,41.11293,-96.11199
MOBILE,NA,MOBILE,CA,IMPERIAL,NA,NA,Imperial,1910,1912,TRUE,5,149281,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VANLY,NA,VANLY,NC,SURRY,NA,NA,Surry,1882,1888,TRUE,7,119211,FALSE,6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WORSHAM,NA,WORSHAM,TX,WILBARGER,NA,NA,Wilbarger,1880,1882,TRUE,8,165680,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLAIMNS,NA,CLAIMNS,NC,FORSYTH,NA,NA,Forsyth,1904,NA,TRUE,0,74409,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FESTOON,NA,FESTOON,VA,DICKENSON,NA,NA,Dickenson,1891,1905,TRUE,5,82486,FALSE,14,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAKEHEAD,NA,LAKEHEAD,CA,SHASTA,NA,NA,Shasta,1950,NA,TRUE,0,144965,TRUE,NA,TRUE,LAKEHEAD,SHASTA,CA,2789119,Post Office,Lakehead Post Office,Shasta,40.89137,-122.3826,341,1,40.89137,-122.3826
ESSEX,NA,ESSEX,CT,MIDDLESEX,NA,NA,Middlesex,1820,NA,TRUE,0,18778,TRUE,NA,TRUE,ESSEX,MIDDLESEX,CT,1923817,Post Office,Essex Post Office,Middlesex,41.3524825,-72.3897734,8,1,41.3524825,-72.3897734
MOQUESON GAP,NA,MOQUESON GAP,VA,SCOTT,NA,NA,Scott,1813,1819,TRUE,9,100237,FALSE,6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SARATOGA,NA,SARATOGA,WI,WOOD,NA,NA,Wood,1855,1915,FALSE,4,112033,TRUE,60,TRUE,SARATOGA,WOOD,WI,1584100,Civil,Town of Saratoga,Wood,44.29282,-89.80892,307,1,44.29282,-89.80892
MOUNTAIN VIEW,NA,MOUNTAIN VIEW,SC,ABBEVILLE,NA,NA,Abbeville,1837,1891,FALSE,5,39152,FALSE,54,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLEN DALE,NA,GLEN DALE,WV,MARSHALL,NA,NA,Marshall,1887,NA,TRUE,0,85141,TRUE,NA,TRUE,GLEN DALE,MARSHALL,WV,1717296,Post Office,Glen Dale Post Office,Marshall,39.95125,-80.7531,215,1,39.95125,-80.7531
SOMERVILLE,NA,SOMERVILLE,WI,CRAWFORD,NA,NA,Crawford,1858,1867,TRUE,7,114250,TRUE,9,TRUE,TOWERVILLE,CRAWFORD,WI,1575527,Populated Place,Towerville,Crawford,43.40748,-90.8893,241,0.8,43.40748,-90.8893
VICKSBURGH,NA,VICKSBURGH,MI,ST. CLAIR,NA,NA,Saint Clair,1855,1858,TRUE,7,119509,TRUE,3,TRUE,VICKSBURGH,ST. CLAIR,MI,2582116,Post Office,Vicksburgh Post Office,St. Clair,42.91202,-82.48024,186,1,42.91202,-82.48024
PLEDGER,NA,PLEDGER,AL,GENEVA,NA,NA,Geneva,1900,1904,TRUE,6,45848,FALSE,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MANNING,NA,MANNING,KS,SCOTT,NA,NA,Scott,1887,1955,TRUE,1,147463,TRUE,68,TRUE,MANNING,SCOTT,KS,471466,Populated Place,Manning,Scott,38.55529,-100.7235,890,1,38.55529,-100.7235
FREEDOM,NA,FREEDOM,OR,LANE,NA,NA,Lane,1858,1866,TRUE,8,137863,TRUE,8,TRUE,FREEDOM,LANE,OR,1165513,Post Office,Freedom Post Office,Lane,44.2529,-123.1956,96,1,44.2529,-123.1956
MYERS,NA,MYERS,IL,JO DAVIESS,NA,NA,Jo Daviess,1882,1885,TRUE,6,101223,FALSE,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LONG LAKE,NA,LONG LAKE,NE,SHERIDAN,NA,NA,Sheridan,1904,1930,TRUE,3,146545,TRUE,26,TRUE,LONG LAKE,SHERIDAN,NE,1832138,Post Office,Long Lake Post Office (historical),Sheridan,42.27164,-102.6596,1186,1,42.27164,-102.6596
SARANAC,NA,SARANAC,NY,CLINTON,NA,NA,Clinton,1831,NA,TRUE,0,51104,TRUE,NA,TRUE,SARANAC,CLINTON,NY,2795483,Post Office,Saranac Post Office,Clinton,44.6535113,-73.7384008,238,1,44.6535113,-73.7384008
DEWART,NA,DEWART,PA,NORTHUMBERLAND,NA,NA,Northumberland,1858,NA,TRUE,0,15171,TRUE,NA,TRUE,DEWART,NORTHUMBERLAND,PA,2772667,Post Office,Dewart Post Office,Northumberland,41.1084108,-76.8794146,147,1,41.1084108,-76.8794146
YELLOW JACKET,NA,YELLOW JACKET,ID,LEMHI,NA,NA,Lemhi,1893,1895,TRUE,5,165867,TRUE,2,TRUE,YELLOWJACKET,LEMHI,ID,398392,Populated Place,Yellowjacket,Lemhi,44.97964,-114.5318,1805,0.9230769,44.97964,-114.5318
LINCOLN,NA,LINCOLN,MI,ALCONA,NA,NA,Alcona,1899,NA,TRUE,0,95025,TRUE,NA,TRUE,LINCOLN,ALCONA,MI,2498718,Post Office,Lincoln Post Office,Alcona,44.68309,-83.41143,241,1,44.68309,-83.41143
DITCHLEY,NA,DITCHLEY,VA,FAIRFAX,NA,NA,Fairfax,1898,1904,TRUE,5,78614,FALSE,6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELDRIDGE,NA,ELDRIDGE,AR,OUACHITA,NA,NA,Ouachita,1849,1849,TRUE,9,17876,FALSE,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUNNINGHAM'S STORE,CUNNINGHAMS STORE,CUNNINGHAM'S STORE,GA,JACKSON,NA,NA,Jackson,1832,1845,TRUE,8,13838,FALSE,13,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOUNTAIN MILLS,NA,MOUNTAIN MILLS,AL,COLBERT,NA,NA,Colbert,1883,1893,TRUE,6,39127,TRUE,10,TRUE,MOUNTAIN MILLS,COLBERT,AL,169290,Post Office,Mountain Mills Post Office (historical),Colbert,34.7042575,-87.8930905,165,1,34.7042575,-87.8930905
FRISBY,NA,FRISBY,KY,WAYNE,NA,NA,Wayne,1921,1950,TRUE,1,84005,TRUE,29,TRUE,FRISBY,WAYNE,KY,2569916,Post Office,Frisby Post Office (historical),Wayne,36.84861,-84.90981,312,1,36.84861,-84.90981
KERNS,NA,KERNS,VA,GILES,NA,NA,Giles,1923,1946,TRUE,1,92499,TRUE,23,TRUE,KERNS,GILES,VA,1483687,Populated Place,Kerns,Giles,37.38012,-80.66646,546,1,37.38012,-80.66646
JOLO,NA,JOLO,WV,MCDOWELL,NA,NA,McDowell,1930,NA,TRUE,0,91755,TRUE,NA,TRUE,JOLO,MCDOWELL,WV,1689247,Post Office,Jolo Post Office,McDowell,37.32372,-81.82056,407,1,37.32372,-81.82056
DUNBAR,NA,DUNBAR,AL,WASHINGTON,NA,NA,Washington,1911,1915,TRUE,5,16237,TRUE,4,TRUE,DUNBAR,WASHINGTON,AL,156285,Populated Place,Dunbar,Washington,31.6782152,-88.3461286,67,1,31.6782152,-88.3461286
HICKMAN,NA,HICKMAN,DE,KENT,NA,NA,Kent,1886,1930,TRUE,2,88727,TRUE,44,TRUE,HICKMAN,KENT,DE,214090,Populated Place,Hickman,Kent,38.83317,-75.72271,16,1,38.83317,-75.72271
MAMMOTH,NA,MAMMOTH,CA,SHASTA,NA,NA,Shasta,1907,1925,FALSE,3,147363,TRUE,18,TRUE,MAMMOTH,SHASTA,CA,266963,Mine,Mammoth Mine,Shasta,40.76182,-122.4556,891,NA,40.76182,-122.4556
EARLSTON,NA,EARLSTON,PA,BEDFORD,NA,NA,Bedford,1901,1904,TRUE,6,16614,TRUE,3,TRUE,EARLSTON,BEDFORD,PA,1173713,Populated Place,Earlston,Bedford,40.0061935,-78.370015,330,1,40.0061935,-78.370015
MC CONNELL,MCCONNELL,MC CONNELL,GA,CHEROKEE,NA,NA,Cherokee,1875,1907,TRUE,4,36114,TRUE,32,TRUE,MCCONNELL,CHEROKEE,GA,332577,Populated Place,McConnell,Cherokee,34.3295381,-84.2649204,359,1,34.3295381,-84.2649204
NEW COLUMBUS,NA,NEW COLUMBUS,TN,JACKSON,NA,NA,Jackson,1847,1859,FALSE,7,40104,TRUE,12,TRUE,NEW COLUMBUS,JACKSON,TN,1269484,Populated Place,New Columbus,Jackson,36.3864485,-85.6221981,278,1,36.3864485,-85.6221981
FOREST GLEN,NA,FOREST GLEN,IL,COOK,NA,NA,Cook,1884,1894,TRUE,6,83202,TRUE,10,TRUE,FOREST GLEN,COOK,IL,1764161,Church,Forest Glen Baptist Church,Cook,41.97559,-87.75145,187,NA,41.97559,-87.75145
ARBAN,NA,ARBAN,MN,STEARNS,NA,NA,Stearns,1895,1905,TRUE,6,65783,FALSE,10,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRIER HILL,NA,BRIER HILL,OH,MAHONING,NA,NA,Mahoning,1847,1896,FALSE,4,70670,TRUE,49,TRUE,BRIER HILL,MAHONING,OH,2035633,Post Office,Brier Hill Post Office (historical),Mahoning,41.1222801,-80.6692425,316,1,41.1222801,-80.6692425
THOMASON,NA,THOMASON,TN,MONTGOMERY,NA,NA,Montgomery,1889,1918,TRUE,4,57191,FALSE,29,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AYERSVILLE,NA,AYERSVILLE,MO,PUTNAM,NA,NA,Putnam,1854,1887,TRUE,4,2474,TRUE,33,TRUE,AYERSVILLE,PUTNAM,MO,735805,Populated Place,Ayersville,Putnam,40.5491762,-93.3002138,308,1,40.5491762,-93.3002138
ONION CREEK,NA,ONION CREEK,TX,TRAVIS,NA,NA,Travis,1867,1881,TRUE,7,151975,TRUE,14,TRUE,ONION CREEK,TRAVIS,TX,1867559,Populated Place,Onion Creek,Travis,30.1366,-97.78417,175,1,30.1366,-97.78417
SIX MILE FALLS,NA,SIX MILE FALLS (1),ME,PENOBSCOT,NA,NA,Penobscot,1848,1868,TRUE,5,53042,TRUE,20,TRUE,SIX MILE FALLS,PENOBSCOT,ME,575504,Populated Place,Six Mile Falls,Penobscot,44.8592364,-68.8280925,26,1,44.8592364,-68.8280925
SLAGLE,NA,SLAGLE,MO,POLK,NA,NA,Polk,1874,1905,TRUE,5,53116,TRUE,31,TRUE,SLAGLE,POLK,MO,726524,Populated Place,Slagle,Polk,37.5322631,-93.3751953,332,1,37.5322631,-93.3751953
ELK LAKE,NA,ELK LAKE,MN,GRANT,NA,NA,Grant,1877,1892,TRUE,6,80647,TRUE,15,TRUE,ELK LAKE,GRANT,MN,664068,Civil,Township of Elk Lake,Grant,45.89009,-95.82,375,NA,45.89009,-95.82
RAINSBURG,RAINSBURGH,RAINSBURG(H),PA,BEDFORD,NA,NA,Bedford,1827,1935,TRUE,2,47433,TRUE,108,TRUE,RAINSBURG,BEDFORD,PA,1184608,Populated Place,Rainsburg,Bedford,39.8942504,-78.5161283,428,1,39.8942504,-78.5161283
LANKBARRETT,NA,LANKBARRETT,GA,WHITFIELD,NA,NA,Whitfield,1899,1903,TRUE,6,31641,FALSE,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARYSVALE,NA,MARYSVALE,WY,TETON,NA,NA,Teton,1892,1896,TRUE,5,147834,FALSE,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARTHA,NA,MARTHA,MO,REYNOLDS,NA,NA,Reynolds,1898,1908,TRUE,5,35566,TRUE,10,TRUE,MARTHA,REYNOLDS,MO,759761,Post Office,Martha Post Office (historical),Reynolds,37.2672708,-90.8509553,190,1,37.2672708,-90.8509553
CLEAR LAKE,NA,CLEAR LAKE,OK,BEAVER,NA,NA,Beaver,1888,1944,TRUE,2,131357,TRUE,56,TRUE,CLEAR LAKE,BEAVER,OK,1100300,Populated Place,Clear Lake,Beaver,36.68892,-100.2721,768,1,36.68892,-100.2721
MADGE,NA,MADGE,GA,WILCOX,NA,NA,Wilcox,1902,1905,TRUE,6,34677,FALSE,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COATSBURG,COATSBURGH,COATSBURG(H),IL,ADAMS,NA,NA,Adams,1856,NA,TRUE,0,75116,TRUE,NA,TRUE,COATSBURG,ADAMS,IL,406313,Populated Place,Coatsburg,Adams,40.03282,-91.15764,231,1,40.03282,-91.15764
NEVILLE,NA,NEVILLE,SD,MELLETTE,NA,NA,Mellette,1915,1925,TRUE,3,150656,TRUE,10,TRUE,NEVILLE,MELLETTE,SD,1256675,School,Neville School,Mellette,43.44722,-100.7393,701,1,43.44722,-100.7393
LUCIA,NA,LUCIA,VA,HENRY,NA,NA,Henry,1894,1907,TRUE,5,96268,FALSE,13,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROSE BUD,NA,ROSE BUD,IL,MARSHALL,NA,NA,Marshall,1854,1858,TRUE,7,110566,FALSE,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REAMSTOWN,NA,REAMSTOWN,PA,LANCASTER,NA,NA,Lancaster,1902,NA,TRUE,0,47771,TRUE,NA,TRUE,REAMSTOWN,LANCASTER,PA,1214451,Post Office,Reamstown Post Office (historical),Lancaster,40.2114823,-76.1260575,113,1,40.2114823,-76.1260575
MADISONVILLE,NA,MADISONVILLE,MO,RALLS,NA,NA,Ralls,1838,1906,TRUE,4,34704,TRUE,68,TRUE,MADISONVILLE,RALLS,MO,741034,Populated Place,Madisonville,Ralls,39.4572644,-91.4965433,209,1,39.4572644,-91.4965433
BREEZE HILL,NA,BREEZE HILL,NY,ORANGE,NA,NA,Orange,1907,1910,TRUE,6,6672,FALSE,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIEDMONT,NA,PIEDMONT,SC,GREENVILLE,NA,NA,Greenville,1876,NA,TRUE,0,44999,TRUE,NA,TRUE,PIEDMONT,GREENVILLE,SC,1245571,Locale,Piedmont Industrial Park,Greenville,34.7903959,-82.4270689,291,NA,34.7903959,-82.4270689
WAINO,NA,WAINO,ID,VALLEY,NA,NA,Valley,1906,1907,TRUE,7,163713,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WASHINGTONVILLE,NA,WASHINGTONVILLE,NY,ORANGE,NA,NA,Orange,1875,NA,TRUE,0,60525,TRUE,NA,TRUE,WASHINGTONVILLE,ORANGE,NY,2795516,Post Office,Washingtonville Post Office,Orange,41.4291565,-74.1631073,96,1,41.4291565,-74.1631073
ROBERTS,NA,ROBERTS,AK,NA,NA,NA,NA,1882,1883,TRUE,9,156234,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WALKERS,NA,WALKERS,GA,COLUMBIA,NA,NA,Columbia,1832,1844,FALSE,7,60034,FALSE,12,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RALSTON,NA,RALSTON,NE,DOUGLAS,NA,NA,Douglas,1909,1966,TRUE,1,155171,TRUE,57,TRUE,RALSTON,DOUGLAS,NE,1900455,Post Office,Ralston Post Office,Douglas,41.20262,-96.02591,311,1,41.20262,-96.02591
AKRON,NA,AKRON,NE,BOONE,NA,NA,Boone,1881,1905,TRUE,5,124185,TRUE,24,TRUE,AKRON,BOONE,NE,1880722,Post Office,Akron Post Office (historical),Boone,41.7414,-98.24229,637,1,41.7414,-98.24229
BEDA,NA,BEDA,KY,OHIO,NA,NA,Ohio,1874,1907,TRUE,4,67842,TRUE,33,TRUE,BEDA,OHIO,KY,507472,Populated Place,Beda,Ohio,37.5078265,-86.9494381,168,1,37.5078265,-86.9494381
CALEB'S VALLEY,CALEBS VALLEY,CALEB'S VALLEY,TN,STEWART,NA,NA,Stewart,1857,1872,FALSE,7,8348,FALSE,15,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEAVER CREEK,NA,BEAVER CREEK,KY,ANDERSON,NA,NA,Anderson,1830,1842,FALSE,6,67755,TRUE,12,TRUE,BEAVER CREEK,ANDERSON,KY,2566524,Post Office,Beaver Creek Post Office (historical),Anderson,37.95992,-85.02427,226,1,37.95992,-85.02427
GLENN RANCH,NA,GLENN RANCH,CA,SAN BERNARDINO,NA,NA,San Bernardino,1921,1953,TRUE,1,138951,TRUE,32,TRUE,GLENN RANCH,SAN BERNARDINO,CA,1660968,Populated Place,Glenn Ranch,San Bernardino,34.25917,-117.5001,1042,1,34.25917,-117.5001
CHESTER,NA,CHESTER,UT,SANPETE,NA,NA,Sanpete,1876,1967,FALSE,1,130885,TRUE,91,TRUE,CHESTER,SANPETE,UT,1455140,Post Office,Chester Post Office,Sanpete,39.46524,-111.5724,1671,1,39.46524,-111.5724
HOPE,NA,HOPE,WI,DANE,NA,NA,Dane,1888,1902,TRUE,5,89667,TRUE,14,TRUE,HOPE,DANE,WI,1566678,Populated Place,Hope,Dane,43.05166,-89.24623,263,1,43.05166,-89.24623
DAVIS,NA,DAVIS,MD,GARRETT,NA,NA,Garrett,1914,1916,TRUE,6,77635,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUNOWEN,NA,DUNOWEN,MN,CLEARWATER,NA,NA,Clearwater,1906,1913,TRUE,4,79542,TRUE,7,TRUE,DUNOWEN,CLEARWATER,MN,2076612,Post Office,Dunowen Post Office (historical),Clearwater,47.76111,-95.20833,400,1,47.76111,-95.20833
IRVINE,NA,IRVINE,NE,KEITH,NA,NA,Keith,1886,1889,TRUE,7,142886,FALSE,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALPINE,NA,ALPINE,MT,FERGUS,NA,NA,Fergus,1885,1904,TRUE,5,124597,TRUE,19,TRUE,ALPINE,FERGUS,MT,1722791,Post Office,Alpine Post Office (historical),Fergus,47.13525,-109.0138,1148,1,47.13525,-109.0138
GALLAGHER,NA,GALLAGHER,PA,MCKEAN,NA,NA,McKean,1888,1894,TRUE,6,21714,FALSE,6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAINT IGNATIUS,NA,SAINT IGNATIUS,MT,LAKE,NA,NA,Lake,1872,NA,TRUE,0,157221,TRUE,NA,TRUE,SAINT IGNATIUS,LAKE,MT,1796825,Post Office,Saint Ignatius Post Office,Lake,47.31955,-114.0946,897,1,47.31955,-114.0946
THREE SPRINGS,NA,THREE SPRINGS,TN,HAMBLEN,NA,NA,Hamblen,1898,1903,TRUE,6,57328,TRUE,5,TRUE,THREE SPRINGS,HAMBLEN,TN,1320030,School,Three Springs School (historical),Hamblen,36.3050937,-83.1646121,355,1,36.3050937,-83.1646121
HARTS,NA,HARTS,AR,SCOTT,NA,NA,Scott,1837,1839,TRUE,9,25400,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALL,NA,BALL,IL,WHITE,NA,NA,White,1891,1903,TRUE,5,66901,TRUE,12,TRUE,BELL,WHITE,IL,1705665,School,Bell School (historical),White,38.1575465,-88.0328109,137,0.75,38.1575465,-88.0328109
BROOKSTON,NA,BROOKSTON,PA,FOREST,NA,NA,Forest,1876,1934,TRUE,2,7186,TRUE,58,TRUE,BROOKSTON,FOREST,PA,1209446,Populated Place,Brookston,Forest,41.6175615,-78.9783706,431,1,41.6175615,-78.9783706
SAMPLE,NA,SAMPLE,TX,GONZALES,NA,NA,Gonzales,1905,1948,TRUE,1,157435,TRUE,43,TRUE,SAMPLE,GONZALES,TX,1380486,Populated Place,Sample,Gonzales,29.21886,-97.52333,98,1,29.21886,-97.52333
KETCHUMVILLE,NA,KETCHUMVILLE,NY,TIOGA,NA,NA,Tioga,1851,1910,TRUE,3,30300,TRUE,59,TRUE,KETCHUMVILLE,TIOGA,NY,954561,Populated Place,Ketchumville,Tioga,42.2711852,-76.0985378,381,1,42.2711852,-76.0985378
BALLARD,NA,BALLARD,NC,LINCOLN,NA,NA,Lincoln,1881,1882,TRUE,8,66914,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAVAGE,NA,SAVAGE,MT,RICHLAND,NA,NA,Richland,1910,NA,TRUE,0,157889,TRUE,NA,TRUE,SAVAGE,RICHLAND,MT,1714941,Post Office,Savage Post Office,Richland,47.45312,-104.3424,605,1,47.45312,-104.3424
TEXSON,NA,TEXSON,SD,MELLETTE,NA,NA,Mellette,1913,1954,TRUE,1,161501,FALSE,41,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAYLOR,NA,TAYLOR,WV,ROANE,NA,NA,Roane,1883,1883,TRUE,9,116916,TRUE,0,TRUE,TAYLOR,ROANE,WV,1547925,Cemetery,Taylor Cemetery,Roane,38.54933,-81.34007,205,1,38.54933,-81.34007
GARDNER,NA,GARDNER,ND,CASS,NA,NA,Cass,1881,NA,TRUE,0,138297,TRUE,NA,TRUE,GARDNER,CASS,ND,2742011,Post Office,Gardner Post Office,Cass,47.14767,-96.96812,271,1,47.14767,-96.96812
BEACH HAVEN,NA,BEACH HAVEN,PA,LUZERNE,NA,NA,Luzerne,1844,NA,TRUE,0,3531,TRUE,NA,TRUE,BEACH HAVEN,LUZERNE,PA,2773071,Post Office,Beach Haven Post Office,Luzerne,41.0676302,-76.1757409,156,1,41.0676302,-76.1757409
LARNED'S CORNERS,LARNEDS CORNERS,LARNED'S CORNERS,NY,ONTARIO,NA,NA,Ontario,1831,1855,TRUE,5,31722,FALSE,24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WILLAIMS LANDING,NA,WILLAIMS LANDING,MO,NEW MADRID,NA,NA,New Madrid,1866,1867,TRUE,9,62715,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROCKY KNOLL,NA,ROCKY KNOLL,TN,WAYNE,NA,NA,Wayne,1878,1893,TRUE,5,49350,FALSE,15,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMEDLEY,NA,SMEDLEY,IN,WASHINGTON,NA,NA,Washington,1884,1928,TRUE,3,113912,TRUE,44,TRUE,SMEDLEY,WASHINGTON,IN,443654,Populated Place,Smedley,Washington,38.63311,-86.21582,268,1,38.63311,-86.21582
