name,orig_name,state,county1,orig_county,established,discontinued,continuous,id,coordinates,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude,year_label,end_label
FISH CREEK,FISH CREEK,NY,ONEIDA,Oneida,1870,1947,FALSE,20050,TRUE,TRUE,FISH CREEK,ONEIDA,NY,968504,Populated Place,Fish Creek,Oneida,43.1909019,-75.729074,114,1,43.1909019,-75.729074,1821-1870,1921-2000
FLAG SPRINGS,FLAG SPRINGS,MO,ANDREW,Andrew,1870,1907,TRUE,20175,TRUE,TRUE,FLAG SPRINGS,ANDREW,MO,739987,Populated Place,Flag Springs,Andrew,40.024994,-94.6669075,310,1,40.024994,-94.6669075,1821-1870,1871-1920
JAYVILLA,JAYVILLA,AL,CONECUH,Conecun,1870,1894,TRUE,29171,TRUE,TRUE,JAY VILLA,CONECUH,AL,133129,Populated Place,Jay Villa,Conecuh,31.3654462,-86.945527,76,0.875,31.3654462,-86.945527,1821-1870,1871-1920
LANNSDALE,LANNSDALE,MS,MONROE,Monroe,1870,1871,TRUE,31643,TRUE,TRUE,LANNSDALE,MONROE,MS,678059,Populated Place,Lannsdale,Monroe,33.9689964,-88.2686499,104,1,33.9689964,-88.2686499,1821-1870,1871-1920
LOWELL,LOWELL,MO,ST. LOUIS,St. Louis,1870,1873,TRUE,34045,TRUE,TRUE,LOWELL,ST. LOUIS,MO,765712,School,Lowell School,St. Louis (city),38.677273,-90.2101112,152,1,38.677273,-90.2101112,1821-1870,1871-1920
ROSEWOOD,ROSEWOOD,AL,CLEBURNE,Cleburne,1870,1904,TRUE,49726,TRUE,TRUE,ROSEWOOD,CLEBURNE,AL,162830,Locale,Rosewood (historical),Cleburne,33.7889927,-85.4291223,326,1,33.7889927,-85.4291223,1821-1870,1871-1920
WEST HARTFORD,WEST HARTFORD,MO,RALLS,Ralls,1870,1902,TRUE,61523,TRUE,TRUE,WEST HARTFORD,RALLS,MO,740519,Populated Place,West Hartford,Ralls,39.4105967,-91.6054357,223,1,39.4105967,-91.6054357,1821-1870,1871-1920
WITT'S FOUNDRY,WITT'S FOUNDRY,TN,HAMBLEN,Hamblen,1870,1924,TRUE,63302,TRUE,TRUE,WITT'S FOUNDRY,HAMBLEN,TN,1304642,Populated Place,Witt's Foundry,Hamblen,36.1500934,-83.2829452,370,1,36.1500934,-83.2829452,1821-1870,1921-2000
CALEDONIA STATION,CALEDONIA STATION,MI,KENT,Kent,1870,1894,TRUE,72197,TRUE,TRUE,CALEDONIA STATION,KENT,MI,2566768,Post Office,Caledonia Station Post Office,Kent,42.79561,-85.50905,236,1,42.79561,-85.50905,1821-1870,1871-1920
CAN,CAN,MI,HURON,Huron,1870,1879,TRUE,72485,TRUE,TRUE,CAN,HURON,MI,2548607,Post Office,Can Post Office,Huron,43.74667,-83.18056,204,1,43.74667,-83.18056,1821-1870,1871-1920
CEDAR CREEK,CEDAR CREEK,NC,CUMBERLAND,Cumberland,1870,1956,TRUE,73328,TRUE,TRUE,CEDAR CREEK,CUMBERLAND,NC,1025229,Populated Place,Cedar Creek,Cumberland,34.956,-78.75724,37,1,34.956,-78.75724,1821-1870,1921-2000
DALTON,DALTON,NC,BLADEN,Bladen,1870,1874,TRUE,77403,TRUE,TRUE,DALTON,BLADEN,NC,1025246,Populated Place,Dalton,Bladen,34.48739,-78.65613,29,1,34.48739,-78.65613,1821-1870,1871-1920
ELLISTON,ELLISTON,KY,GRANT,Grant,1870,1976,TRUE,80832,TRUE,TRUE,ELLISTON,GRANT,KY,491724,Populated Place,Elliston,Grant,38.73451,-84.74661,181,1,38.73451,-84.74661,1821-1870,1921-2000
GRANDVIEW,GRANDVIEW,KY,HARDIN,Hardin,1870,1901,TRUE,85854,TRUE,TRUE,GRANDVIEW,HARDIN,KY,493100,Church,Grandview Church,Hardin,37.74312,-86.15941,262,NA,37.74312,-86.15941,1821-1870,1871-1920
GUILFORD STATION,GUILFORD STATION,VA,LOUDOUN,Loudoun,1870,1872,TRUE,86711,TRUE,TRUE,GUILFORD STATION,LOUDOUN,VA,1500160,Populated Place,Guilford Station,Loudoun,39.00622,-77.4286,89,1,39.00622,-77.4286,1821-1870,1871-1920
HARP,HARP,IL,DE WITT,De Witt,1870,1871,TRUE,87572,TRUE,TRUE,HARP,DE WITT,IL,429112,Civil,Township of Harp,De Witt,40.18314,-88.85985,228,NA,40.18314,-88.85985,1821-1870,1871-1920
JACKSONVILLE,JACKSONVILLE,KY,SHELBY,Shelby,1870,1875,TRUE,91191,TRUE,TRUE,JACKSONVILLE,SHELBY,KY,2567303,Post Office,Jacksonville Post Office,Shelby,38.27441,-85.01259,274,1,38.27441,-85.01259,1821-1870,1871-1920
LEWISTON STATION,LEWISTON STATION,WI,COLUMBIA,Columbia,1870,1871,TRUE,94747,TRUE,TRUE,LEWISTON STATION,COLUMBIA,WI,1577702,Populated Place,Lewiston Station,Columbia,43.58054,-89.63568,247,1,43.58054,-89.63568,1821-1870,1871-1920
LONG DALE,LONG DALE,VA,ALLEGHANY,Alleghany,1870,1939,TRUE,95780,TRUE,TRUE,LONG DALE,ALLEGHANY,VA,1493225,Populated Place,Long Dale,Alleghany,37.83346,-79.7756,363,1,37.83346,-79.7756,1821-1870,1921-2000
MINNEREKA,MINNEREKA,MN,MOWER,Mower,1870,1871,TRUE,99641,TRUE,TRUE,MINNEREKA,MOWER,MN,2050273,Post Office,Minnereka Post Office,Mower,43.5061,-92.9433,367,1,43.5061,-92.9433,1821-1870,1871-1920
MORGANTOWN,MORGANTOWN,OH,PIKE,Pike,1870,1939,TRUE,100319,TRUE,TRUE,MORGANTOWN,PIKE,OH,2044257,Post Office,Morgantown Post Office (historical),Pike,39.12923,-83.19852,191,1,39.12923,-83.19852,1821-1870,1921-2000
SAINT HENRY,SAINT HENRY,MN,LE SUEUR,Le Sueur,1870,1902,FALSE,111433,TRUE,TRUE,SAINT HENRY,LE SUEUR,MN,2063521,Post Office,Saint Henry Post Office (historical),Le Sueur,44.38417,-93.78833,308,1,44.38417,-93.78833,1821-1870,1871-1920
SAMARIA,SAMARIA,IN,JOHNSON,Johnson,1870,1903,FALSE,111737,TRUE,TRUE,SAMARIA,JOHNSON,IN,442947,Populated Place,Samaria,Johnson,39.40394,-86.18638,244,1,39.40394,-86.18638,1821-1870,1871-1920
SLAUGHTER,SLAUGHTER,DE,KENT,Kent,1870,1902,FALSE,113833,TRUE,TRUE,SLAUGHTER,KENT,DE,214061,Populated Place,Slaughter,Kent,39.16872,-75.71326,21,1,39.16872,-75.71326,1821-1870,1871-1920
SMITH VALLEY,SMITH('S) VALLEY,IN,JOHNSON,Johnson,1870,1902,TRUE,113949,TRUE,TRUE,SMITH VALLEY,JOHNSON,IN,449732,Populated Place,Smith Valley,Johnson,39.60532,-86.19693,212,1,39.60532,-86.19693,1821-1870,1871-1920
WALL LAKE,WALL LAKE,MN,OTTER TAIL,Otter Tail,1870,1906,FALSE,120080,TRUE,TRUE,WALL LAKE,OTTER TAIL,MN,2072966,Post Office,Wall Lake Post Office (historical),Otter Tail,46.29083,-95.96444,391,1,46.29083,-95.96444,1821-1870,1871-1920
CRAWFORDSVILLE,CRAWFORDSVILLE,OR,LINN,Linn,1870,NA,TRUE,132768,TRUE,TRUE,CRAWFORDSVILLE,LINN,OR,1165104,Post Office,Crawfordsville Post Office,Linn,44.35728,-122.8558,142,1,44.35728,-122.8558,1821-1870,for business
HILLSDALE,HILLSDALE,KS,MIAMI,Miami,1870,NA,TRUE,141513,TRUE,TRUE,HILLSDALE,MIAMI,KS,2693773,Post Office,Hillsdale Post Office,Miami,38.6638,-94.85188,279,1,38.6638,-94.85188,1821-1870,for business
LODI,LODI,SD,CLAY,Clay,1870,1901,TRUE,146359,TRUE,TRUE,LODI,CLAY,SD,1261035,Populated Place,Lodi,Clay,42.98249,-96.98394,368,1,42.98249,-96.98394,1821-1870,1871-1920
MIDWAY,MIDWAY,CA,ALAMEDA,Alameda,1870,1918,TRUE,148834,TRUE,TRUE,MIDWAY,ALAMEDA,CA,252739,Populated Place,Midway,Alameda,37.71465,-121.558,107,1,37.71465,-121.558,1821-1870,1871-1920
PLATTVILLE,PLATTVILLE,NE,SAUNDERS,Saunders,1870,1879,TRUE,154029,TRUE,TRUE,PLATTEVILLE,SAUNDERS,NE,832159,Cemetery,Platteville Cemetery,Saunders,41.35069,-96.54162,412,0.9,41.35069,-96.54162,1821-1870,1871-1920
POTTERSBURG,POTTERSBURG,KS,LINCOLN,Lincoln,1870,1904,TRUE,154527,TRUE,TRUE,POTTERSBURG,LINCOLN,KS,481977,Locale,Pottersburg (historical),Lincoln,39.11806,-98.35312,454,1,39.11806,-98.35312,1821-1870,1871-1920
ROCK,ROCK,KS,COWLEY,Cowley,1870,NA,TRUE,156300,TRUE,TRUE,ROCK,COWLEY,KS,2693948,Post Office,Rock Post Office,Cowley,37.44064,-97.00692,358,1,37.44064,-97.00692,1821-1870,for business
SNELLING,SNELLING,CA,MERCED,Merced,1870,NA,TRUE,159265,TRUE,TRUE,SNELLING,MERCED,CA,1812962,Post Office,Snelling Post Office,Merced,37.51938,-120.4383,78,1,37.51938,-120.4383,1821-1870,for business
ARCADIA,ARCADIA,MO,IRON,Iron,1871,NA,TRUE,1553,TRUE,TRUE,ARCADIA,IRON,MO,748606,Populated Place,Arcadia,Iron,37.5881058,-90.6290109,277,1,37.5881058,-90.6290109,1871-1920,for business
BROOKS STATION,BROOKS STATION,GA,FAYETTE,Fayette,1871,1905,TRUE,7175,TRUE,TRUE,BROOKS,FAYETTE,GA,1687690,Post Office,Brooks Post Office,Fayette,33.2904207,-84.4581258,256,1,33.2904207,-84.4581258,1871-1920,1871-1920
BRYN MAWR,BRYN MAWR,PA,MONTGOMERY,Montgomery,1871,NA,TRUE,7494,TRUE,TRUE,BRYN MAWR,MONTGOMERY,PA,2779660,Post Office,Bryn Mawr Post Office,Montgomery,40.0218425,-75.3175412,127,1,40.0218425,-75.3175412,1871-1920,for business
LUDLOW,LUDLOW,PA,MCKEAN,McKean,1871,NA,TRUE,34236,TRUE,TRUE,LUDLOW,MCKEAN,PA,2779784,Post Office,Ludlow Post Office,McKean,41.7333809,-78.9476833,467,1,41.7333809,-78.9476833,1871-1920,for business
OAK CITY,OAK CITY,MO,GRUNDY,Grundy,1871,1872,TRUE,41876,TRUE,TRUE,OLD CITY,GRUNDY,MO,1782169,Cemetery,Old City Cemetery,Grundy,40.0683254,-93.615542,250,0.75,40.0683254,-93.615542,1871-1920,1871-1920
RIVERTON,RIVERTON,NJ,BURLINGTON,Burlington,1871,NA,TRUE,48929,TRUE,TRUE,RIVERTON,BURLINGTON,NJ,2802246,Post Office,Riverton Post Office,Burlington,40.0095477,-75.0111677,6,1,40.0095477,-75.0111677,1871-1920,for business
STATE LINE,STATE LINE,MO,CASS,Cass,1871,1875,TRUE,55051,TRUE,TRUE,STATE LINE,CASS,MO,729983,Populated Place,State Line,Cass,38.6322335,-94.5841213,280,1,38.6322335,-94.5841213,1871-1920,1871-1920
SUNNY HILL,SUNNY HILL,LA,WASHINGTON,Washington,1871,1954,FALSE,56073,TRUE,TRUE,SUNNY HILL,WASHINGTON,LA,556171,Populated Place,Sunny Hill,Washington,30.9243478,-90.3273138,76,1,30.9243478,-90.3273138,1871-1920,1921-2000
WEEDVILLE,WEEDVILLE,PA,ELK,Elk,1871,NA,TRUE,60917,TRUE,TRUE,WEEDVILLE,ELK,PA,2773025,Post Office,Weedville Post Office,Elk,41.2760805,-78.4921083,354,1,41.2760805,-78.4921083,1871-1920,for business
WHITES VALLEY,WHITE(')S VALLEY,PA,WAYNE,Wayne,1871,1938,TRUE,62354,TRUE,TRUE,WHITES VALLEY,WAYNE,PA,1191340,Populated Place,Whites Valley,Wayne,41.7020301,-75.3699016,406,1,41.7020301,-75.3699016,1871-1920,1921-2000
BELDING,BELDING,MI,IONIA,Ionia,1871,NA,TRUE,67998,TRUE,TRUE,BELDING,IONIA,MI,2582402,Post Office,Belding Post Office,Ionia,43.0975756,-85.2271296,238,1,43.0975756,-85.2271296,1871-1920,for business
BROOMFIELD,BROOMFIELD,MI,ISABELLA,Isabella,1871,1907,FALSE,71001,TRUE,TRUE,BROOMFIELD,ISABELLA,MI,2543916,Post Office,Broomfield Post Office (historical),Isabella,43.6597222,-85.0277778,275,1,43.6597222,-85.0277778,1871-1920,1871-1920
CAYWOOD,CAYWOOD,OH,WASHINGTON,Washington,1871,1922,TRUE,73278,TRUE,TRUE,CAYWOOD,WASHINGTON,OH,1075538,Populated Place,Caywood,Washington,39.45674,-81.38567,187,1,39.45674,-81.38567,1871-1920,1921-2000
ELDON,ELDON,IA,WAPELLO,Wapello,1871,NA,TRUE,80510,TRUE,TRUE,ELDON,WAPELLO,IA,1975545,Post Office,Eldon Post Office,Wapello,40.91811,-92.22276,191,1,40.91811,-92.22276,1871-1920,for business
FANDON,FANDON,IL,MCDONOUGH,McDonough,1871,1962,TRUE,82096,TRUE,TRUE,FANDON,MCDONOUGH,IL,408266,Populated Place,Fandon,McDonough,40.36838,-90.76152,204,1,40.36838,-90.76152,1871-1920,1921-2000
FENNVILLE,FENNVILLE,MI,ALLEGAN,Allegan,1871,NA,TRUE,82387,TRUE,TRUE,FENNVILLE,ALLEGAN,MI,2574357,Post Office,Fennville Post Office,Allegan,42.59447,-86.10464,201,1,42.59447,-86.10464,1871-1920,for business
FIVE FORKS,FIVE FORKS,NC,STOKES,Stokes,1871,1895,FALSE,82738,TRUE,TRUE,FIVE FORKS,STOKES,NC,1021043,Populated Place,Five Forks,Stokes,36.28069,-80.35922,341,1,36.28069,-80.35922,1871-1920,1871-1920
GREENBRIER BRIDGE,GREENBRIER BRIDGE,WV,GREENBRIER,Greenbrier,1871,1881,TRUE,86260,TRUE,TRUE,GREENBRIER BRIDGE,GREENBRIER,WV,1554050,Populated Place,Greenbrier Bridge,Greenbrier,37.78068,-80.39396,515,1,37.78068,-80.39396,1871-1920,1871-1920
MERIDIAN,MERIDIAN (2),MI,INGHAM,Ingham,1871,1913,TRUE,98795,TRUE,TRUE,MERIDIAN,INGHAM,MI,2634295,Post Office,Meridian Post Office (historical),Ingham,42.68972,-84.36361,273,1,42.68972,-84.36361,1871-1920,1871-1920
SEYMOUR,SEYMOUR,IA,WAYNE,Wayne,1871,NA,TRUE,112738,TRUE,TRUE,SEYMOUR,WAYNE,IA,1970519,Post Office,Seymour Post Office,Wayne,40.68308,-93.11946,327,1,40.68308,-93.11946,1871-1920,for business
SWEET HALL,SWEET HALL,VA,KING WILLIAM,King William,1871,1968,FALSE,116479,TRUE,TRUE,SWEET HALL,KING WILLIAM,VA,1475381,Locale,Sweet Hall,King William,37.5757,-76.89996,12,1,37.5757,-76.89996,1871-1920,1921-2000
WAYNE CITY,WAYNE CITY,IL,WAYNE,Wayne,1871,NA,TRUE,120814,TRUE,TRUE,WAYNE CITY,WAYNE,IL,2788380,Post Office,Wayne City Post Office,Wayne,38.345,-88.58795,131,1,38.345,-88.58795,1871-1920,for business
CARIBOU,CARIBOU,CO,BOULDER,Boulder,1871,1917,TRUE,129855,TRUE,TRUE,CARIBOU,BOULDER,CO,181099,Populated Place,Caribou (historical),Boulder,39.98082,-105.5786,3039,1,39.98082,-105.5786,1871-1920,1871-1920
ELWOOD,ELWOOD,TX,FANNIN,Fannin,1871,1909,TRUE,135856,TRUE,TRUE,ELWOOD,FANNIN,TX,1379724,Populated Place,Elwood,Fannin,33.81177,-96.07387,156,1,33.81177,-96.07387,1871-1920,1871-1920
GILSON,GILSON,NE,ADAMS,Adams,1871,1878,TRUE,138742,TRUE,TRUE,GIBSON,ADAMS,NE,1884561,Post Office,Gibson Post Office,Adams,40.43718,-98.43866,562,0.8333333,40.43718,-98.43866,1871-1920,1871-1920
GRANT,GRANT,CO,PARK,Park,1871,NA,FALSE,139508,TRUE,TRUE,GRANT,PARK,CO,2759215,Post Office,Grant Post Office,Park,39.45933,-105.6618,2619,1,39.45933,-105.6618,1871-1920,for business
HEADSVILLE,HEADSVILLE,TX,ROBERTSON,Robertson,1871,1905,TRUE,140960,TRUE,TRUE,HEADSVILLE,ROBERTSON,TX,1379913,Populated Place,Headsville,Robertson,31.26129,-96.49581,146,1,31.26129,-96.49581,1871-1920,1871-1920
IVYWILD,IVYWILD,CO,EL PASO,El Paso,1871,1895,TRUE,143000,TRUE,TRUE,IVYWILD,EL PASO,CO,193515,Populated Place,Ivywild,El Paso,38.81055,-104.8353,1833,1,38.81055,-104.8353,1871-1920,1871-1920
LA PORTE,LA PORTE,NE,WAYNE,Wayne,1871,1884,TRUE,144739,TRUE,TRUE,LA PORTE,WAYNE,NE,1880584,Post Office,La Porte Post Office (historical),Wayne,42.2075,-96.95921,468,1,42.2075,-96.95921,1871-1920,1871-1920
LINE CREEK,LINE CREEK,TX,MCLENNAN,McLennan,1871,1872,TRUE,146100,TRUE,TRUE,LAKE CREEK,MCLENNAN,TX,1380048,Populated Place,Lake Creek,McLennan,31.50934,-96.95055,149,0.8,31.50934,-96.95055,1871-1920,1871-1920
PENN,PENN,KS,OSBORNE,Osborne,1871,1872,TRUE,153305,TRUE,TRUE,PENN,OSBORNE,KS,472281,Populated Place,Penn,Osborne,39.4389,-98.69479,473,1,39.4389,-98.69479,1871-1920,1871-1920
PETERSON,PETERSON,UT,MORGAN,Morgan,1871,1939,TRUE,153479,TRUE,TRUE,PETERSON,MORGAN,UT,1444301,Populated Place,Peterson,Morgan,41.118,-111.7677,1489,1,41.118,-111.7677,1871-1920,1921-2000
PRAIRO,PRAIRO,NE,FILLMORE,Fillmore,1871,1872,TRUE,154642,TRUE,TRUE,PRAIRO,FILLMORE,NE,1882296,Post Office,Prairo Post Office,Fillmore,40.62799,-97.71416,516,1,40.62799,-97.71416,1871-1920,1871-1920
PRINCEVILLE,PRINCEVILLE,KS,CLOUD,Cloud,1871,1882,TRUE,154755,TRUE,TRUE,PRINCEVILLE,CLOUD,KS,476001,Cemetery,Princeville Cemetery,Cloud,39.46697,-97.50142,432,1,39.46697,-97.50142,1871-1920,1871-1920
SMITHLAND,SMITHLAND,NE,CEDAR,Cedar,1871,1882,TRUE,159207,TRUE,TRUE,SMITHLAND,CEDAR,NE,1874559,Post Office,Smithland Post Office,Cedar,42.62138,-97.26548,429,1,42.62138,-97.26548,1871-1920,1871-1920
UNION CENTRE,UNION CENTRE,KS,ELK,Elk,1871,1887,TRUE,162762,TRUE,TRUE,UNION CENTRE,ELK,KS,482026,Locale,Union Centre (historical),Elk,37.4792,-96.33917,326,1,37.4792,-96.33917,1871-1920,1871-1920
BULLITT BAYOU,BULLITT('S) BAYOU,LA,CONCORDIA,Concordia,1872,1896,TRUE,7752,TRUE,TRUE,BULLITT BAYOU,CONCORDIA,LA,540686,Populated Place,Bullitt Bayou,Concordia,31.6334988,-91.43345,17,1,31.6334988,-91.43345,1871-1920,1871-1920
BUTTONWOOD,BUTTONWOOD,PA,LYCOMING,Lycoming,1872,1935,TRUE,8114,TRUE,TRUE,BUTTONWOOD,LYCOMING,PA,1198510,Populated Place,Buttonwood,Lycoming,41.499796,-77.1346947,401,1,41.499796,-77.1346947,1871-1920,1921-2000
COKEVILLE,COKEVILLE,PA,WESTMORELAND,Westmoreland,1872,1951,TRUE,11762,TRUE,TRUE,COKEVILLE,WESTMORELAND,PA,1201621,Populated Place,Cokeville (historical),Westmoreland,40.418402,-79.2555908,286,1,40.418402,-79.2555908,1871-1920,1921-2000
COLERAIN,COLERAIN,SC,UNION,Union,1872,1914,TRUE,11876,TRUE,TRUE,COLERAIN,UNION,SC,1232864,Populated Place,Colerain,Union,34.723743,-81.7978783,203,1,34.723743,-81.7978783,1871-1920,1871-1920
LEVICKS MILL,LEVICKS MILL,MO,RANDOLPH,Randolph,1872,1903,TRUE,32506,TRUE,TRUE,LEVICKS MILL,RANDOLPH,MO,741011,Populated Place,Levicks Mill,Randolph,39.5761467,-92.3465701,237,1,39.5761467,-92.3465701,1871-1920,1871-1920
LEWISTOWN,LEWISTOWN,NJ,BURLINGTON,Burlington,1872,1915,TRUE,32564,TRUE,TRUE,LEWISTOWN,BURLINGTON,NJ,883078,Populated Place,Lewistown,Burlington,40.0062243,-74.6482132,26,1,40.0062243,-74.6482132,1871-1920,1871-1920
LILLY POND,LILLY POND,GA,GORDON,Gordon,1872,1910,FALSE,32755,TRUE,TRUE,LILLY POND,GORDON,GA,332215,Populated Place,Lilly Pond,Gordon,34.4339779,-84.9518876,201,1,34.4339779,-84.9518876,1871-1920,1871-1920
MCDONALD,MCDONALD,PA,WASHINGTON,Washington,1872,NA,TRUE,36435,TRUE,TRUE,MCDONALD,WASHINGTON,PA,2431906,Post Office,McDonald Post Office,Washington,40.3679005,-80.2354702,301,1,40.3679005,-80.2354702,1871-1920,for business
MERCUR,MERCUR,PA,BRADFORD,Bradford,1872,1903,TRUE,36853,TRUE,TRUE,MERCUR,BRADFORD,PA,1204154,Populated Place,Mercur,Bradford,41.802575,-76.3277141,422,1,41.802575,-76.3277141,1871-1920,1871-1920
NORTH ORWELL,NORTH ORWELL,VT,ADDISON,Addison,1872,1927,TRUE,41381,TRUE,TRUE,NORTH ORWELL,ADDISON,VT,1458750,Locale,North Orwell,Addison,43.8397831,-73.2848385,81,1,43.8397831,-73.2848385,1871-1920,1921-2000
STEAM VALLEY,STEAM VALLEY,PA,LYCOMING,Lycoming,1872,1913,TRUE,55111,TRUE,TRUE,STEAM VALLEY,LYCOMING,PA,1204724,Populated Place,Steam Valley,Lycoming,41.4584074,-77.1308051,517,1,41.4584074,-77.1308051,1871-1920,1871-1920
THOMPSON RIDGE,THOMPSON RIDGE,NY,ORANGE,Orange,1872,NA,TRUE,57230,TRUE,TRUE,THOMPSON RIDGE,ORANGE,NY,2795654,Post Office,Thompson Ridge Post Office,Orange,41.5688786,-74.3309524,136,1,41.5688786,-74.3309524,1871-1920,for business
ANTIOCH MILLS,ANTIOCH MILLS,KY,HARRISON,Harrison,1872,1904,TRUE,65673,TRUE,TRUE,ANTIOCH MILLS,HARRISON,KY,2564151,Church,Antioch Mills Christian Church (historical),Harrison,38.5667239,-84.2943477,207,NA,38.5667239,-84.2943477,1871-1920,1871-1920
BELLE VALLEY,BELLE VALLEY,OH,NOBLE,Noble,1872,NA,TRUE,68111,TRUE,TRUE,BELLE VALLEY,NOBLE,OH,2041509,Post Office,Belle Valley Post Office,Noble,39.7852972,-81.5511437,226,1,39.7852972,-81.5511437,1871-1920,for business
CONGER,CONGER,MI,MONTCALM,Montcalrn,1872,1876,TRUE,75712,TRUE,TRUE,CONGER,MONTCALM,MI,2560182,Post Office,Conger Post Office (historical),Montcalm,43.44667,-85.45667,277,1,43.44667,-85.45667,1871-1920,1871-1920
DE FOREST,DE FOREST,WI,DANE,Dane,1872,NA,TRUE,77766,TRUE,TRUE,DE FOREST,DANE,WI,1842377,Post Office,De Forest Post Office,Dane,43.24096,-89.34234,289,1,43.24096,-89.34234,1871-1920,for business
EMERALD,EMERALD,WI,ST. CROIX,St Croix,1872,1985,TRUE,81074,TRUE,TRUE,EMERALD,ST. CROIX,WI,1581627,Populated Place,Emerald,St. Croix,45.08302,-92.25824,351,1,45.08302,-92.25824,1871-1920,1921-2000
GOWEN,GOWEN,MI,MONTCALM,Montcalrn,1872,NA,TRUE,85695,TRUE,TRUE,GOWEN,MONTCALM,MI,2561642,Post Office,Gowen Post Office,Montcalm,43.25072,-85.29939,257,1,43.25072,-85.29939,1871-1920,for business
GREENWOOD,GREENWOOD,WI,CLARK,Clark,1872,NA,TRUE,86407,TRUE,TRUE,GREENWOOD,CLARK,WI,2792951,Post Office,Greenwood Post Office,Clark,44.76719,-90.59705,363,1,44.76719,-90.59705,1871-1920,for business
HELGERSON,HELGERSON,IA,LYON,Lyon,1872,1872,TRUE,88364,TRUE,TRUE,HELGERSON,LYON,IA,1906661,Post Office,Helgerson Post Office (historical),Lyon,43.26942,-96.34197,424,1,43.26942,-96.34197,1871-1920,1871-1920
HIBBARDS,HIBBARDS,MN,NOBLES,Nobles,1872,1876,TRUE,88710,TRUE,TRUE,HIBBARDS,NOBLES,MN,2049041,Post Office,Hibbards Post Office,Nobles,43.63474,-95.93349,473,1,43.63474,-95.93349,1871-1920,1871-1920
HOWARD,HOWARD,OH,KNOX,Knox,1872,NA,TRUE,89924,TRUE,TRUE,HOWARD,KNOX,OH,2021068,Post Office,Howard Post Office,Knox,40.40804,-82.32689,282,1,40.40804,-82.32689,1871-1920,for business
JORDAN,JORDAN,MN,SCOTT,Scott,1872,NA,TRUE,91841,TRUE,TRUE,JORDAN,SCOTT,MN,2092033,Post Office,Jordan Post Office,Scott,44.66709,-93.62676,235,1,44.66709,-93.62676,1871-1920,for business
MOUNT PLEASANT,MOUNT PLEASANT,DC,DISTRICT OF COLUMBIA,NA,1872,1880,TRUE,100774,TRUE,TRUE,MOUNT PLEASANT,DISTRICT OF COLUMBIA,DC,531077,Populated Place,Mount Pleasant,District of Columbia,38.93067,-77.04081,55,1,38.93067,-77.04081,1871-1920,1871-1920
PELICAN RAPIDS,PELICAN RAPIDS,MN,OTTER TAIL,Otter Tail,1872,NA,TRUE,105649,TRUE,TRUE,PELICAN RAPIDS,OTTER TAIL,MN,2072887,Post Office,Pelican Rapids Post Office,Otter Tail,46.56948,-96.08261,399,1,46.56948,-96.08261,1871-1920,for business
RIDER,RIDER,MD,BALTIMORE,Baltimore,1872,1913,TRUE,109501,TRUE,TRUE,RIDER,BALTIMORE,MD,591124,Populated Place,Rider,Baltimore,39.40927,-76.64858,75,1,39.40927,-76.64858,1871-1920,1871-1920
RIVERVIEW,RIVERVIEW,IA,LYON,Lyon,1872,1886,TRUE,109842,TRUE,TRUE,RIVERVIEW,LYON,IA,466410,Post Office,Riverview Post Office (historical),Lyon,43.42775,-95.89974,450,1,43.42775,-95.89974,1871-1920,1871-1920
TOLERANCE,TOLERANCE,IL,EFFINGHAM,Effingham,1872,1879,TRUE,117690,TRUE,TRUE,TOLERANCE,EFFINGHAM,IL,418483,Populated Place,Tolerance,Effingham,39.18504,-88.65228,200,1,39.18504,-88.65228,1871-1920,1871-1920
VAUGHAN,VAUGHAN,IA,FREMONT,Fremont,1872,1876,TRUE,119265,TRUE,TRUE,VAUGHAN,FREMONT,IA,466333,Locale,Vaughan,Fremont,40.78639,-95.50916,312,1,40.78639,-95.50916,1871-1920,1871-1920
WAGONER'S STATION,WAGONER'S STATION,IN,MIAMI,Miami,1872,1882,TRUE,119903,TRUE,TRUE,WAGONER,MIAMI,IN,2104746,Populated Place,Wagoner (historical),Miami,40.9895,-86.149,258,0.7777778,40.9895,-86.149,1871-1920,1871-1920
WAKELEE,WAKELEE,MI,CASS,Cass,1872,1939,TRUE,119962,TRUE,TRUE,WAKELEE,CASS,MI,2402172,Post Office,Wakelee Post Office (historical),Cass,41.98389,-85.87889,280,1,41.98389,-85.87889,1871-1920,1921-2000
CHEWELAH,CHEWELAH,WA,STEVENS,Stevens,1872,NA,FALSE,130899,TRUE,TRUE,CHEWELAH,STEVENS,WA,2606926,Post Office,Chewelah Post Office,Stevens,48.27605,-117.7143,508,1,48.27605,-117.7143,1871-1920,for business
GLENFAWN,GLENFAWN,TX,RUSK,Rusk,1872,1955,TRUE,138928,TRUE,TRUE,GLENFAWN,RUSK,TX,1378363,Populated Place,Glenfawn,Rusk,31.91378,-94.85688,138,1,31.91378,-94.85688,1871-1920,1921-2000
