name,orig_name,state,county1,orig_county,established,discontinued,continuous,id,coordinates,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude,year_label,end_label
COAL CREEK,COAL CREEK,CO,BOULDER,Boulder,1864,1873,TRUE,131641,TRUE,TRUE,COAL CREEK,BOULDER,CO,1852841,Populated Place,Coal Creek,Boulder,39.90638,-105.3775,2617,1,39.90638,-105.3775,1821-1870,1871-1920
DUNCANS RETREAT,DUNCANS RETREAT,UT,WASHINGTON,Washington,1864,1882,FALSE,134815,TRUE,TRUE,DUNCAN'S RETREAT,WASHINGTON,UT,2769304,Cemetery,Duncan's Retreat Cemetery,Washington,37.18391,-113.135,1098,0.9333333,37.18391,-113.135,1821-1870,1871-1920
FAR WEST,FAR WEST,KS,MORRIS,Morris,1864,1887,TRUE,136684,TRUE,TRUE,FAR WEST,MORRIS,KS,477001,Populated Place,Far West,Morris,38.73889,-96.84557,431,1,38.73889,-96.84557,1821-1870,1871-1920
IDAHO CITY,IDAHO CITY,ID,BOISE,Boise,1864,NA,TRUE,142524,TRUE,TRUE,IDAHO CITY,BOISE,ID,2781750,Post Office,Idaho City Post Office,Boise,43.82432,-115.8385,1184,1,43.82432,-115.8385,1821-1870,for business
LOYALTON,LOYALTON,CA,SIERRA,Sierra,1864,NA,TRUE,146856,TRUE,TRUE,LOYALTON,SIERRA,CA,2783818,Post Office,Loyalton Post Office,Sierra,39.67583,-120.2438,1508,1,39.67583,-120.2438,1821-1870,for business
OSAGE,OSAGE,KS,MIAMI,Miami,1864,1869,TRUE,152256,TRUE,TRUE,OSAGE,MIAMI,KS,477629,Populated Place,Osage,Miami,38.42585,-94.83829,285,1,38.42585,-94.83829,1821-1870,1821-1870
GRANVILLE CENTRE,GRANVILLE CENTRE(ER),PA,BRADFORD,Bradford,1865,1919,TRUE,23497,TRUE,TRUE,GRANVILLE CENTRE,BRADFORD,PA,1198280,Populated Place,Granville Centre,Bradford,41.7178528,-76.7068971,348,1,41.7178528,-76.7068971,1821-1870,1871-1920
LINCOLNVILLE,LINCOLNVILLE,PA,CRAWFORD,Crawford,1865,1918,TRUE,32868,TRUE,TRUE,LINCOLNVILLE,CRAWFORD,PA,1179401,Populated Place,Lincolnville,Crawford,41.7936684,-79.8381083,420,1,41.7936684,-79.8381083,1821-1870,1871-1920
BENTON HARBOR,BENTON HARBOR,MI,BERRIEN,Berrien,1865,NA,TRUE,68396,TRUE,TRUE,BENTON HARBOR,BERRIEN,MI,2373946,Post Office,Benton Harbor Post Office,Berrien,42.1084668,-86.4640678,178,1,42.1084668,-86.4640678,1821-1870,for business
EGYPT,EGYPT,IA,FREMONT,Fremont,1865,1867,TRUE,80391,TRUE,TRUE,EGYPT,FREMONT,IA,1949847,Post Office,Egypt Post Office,Fremont,40.885,-95.795,288,1,40.885,-95.795,1821-1870,1821-1870
INDIAN TOWN,INDIAN TOWN,MI,MASON,Mason,1865,1875,TRUE,90629,TRUE,TRUE,INDIAN TOWN,MASON,MI,2514339,Post Office,Indian Town Post Office,Mason,43.91889,-86.27889,198,1,43.91889,-86.27889,1821-1870,1871-1920
KANAWHA STATION,KANAWHA STATION,WV,WOOD,Wood,1865,1938,FALSE,92086,TRUE,TRUE,KANAWHA,WOOD,WV,1541059,Populated Place,Kanawha,Wood,39.19897,-81.46012,194,1,39.19897,-81.46012,1821-1870,1921-2000
RUTLAND,RUTLAND,MD,ANNE ARUNDEL,Anne Arundel,1865,1908,TRUE,111209,TRUE,TRUE,RUTLAND,ANNE ARUNDEL,MD,1709966,Populated Place,Rutland,Anne Arundel,38.97233,-76.63969,32,1,38.97233,-76.63969,1821-1870,1871-1920
TAYLORSTOWN,TAYLORSTOWN,VA,LOUDOUN,Loudoun,1865,1932,TRUE,116961,TRUE,TRUE,TAYLORSTOWN,LOUDOUN,VA,1497179,Populated Place,Taylorstown,Loudoun,39.25427,-77.57471,89,1,39.25427,-77.57471,1821-1870,1921-2000
WOODBURN,WOODBURN,IN,ALLEN,Allen,1865,NA,FALSE,122971,TRUE,TRUE,WOODBURN,ALLEN,IN,2794636,Post Office,Woodburn Post Office,Allen,41.12543,-84.85666,229,1,41.12543,-84.85666,1821-1870,for business
BUCKSKIN,BUCKSKIN,CO,PARK,Park,1865,1873,TRUE,128838,TRUE,TRUE,BUCKSKIN,PARK,CO,179995,Cemetery,Buckskin Cemetery,Park,39.29082,-106.0775,3253,1,39.29082,-106.0775,1821-1870,1871-1920
HARDYVILLE,HARDYVILLE,AZ,MOHAVE,Mohave,1865,1883,FALSE,140486,TRUE,TRUE,HARDYVILLE,MOHAVE,AZ,24040,Populated Place,Hardyville (historical),Mohave,35.045,-114.6216,163,1,35.045,-114.6216,1821-1870,1871-1920
LAST CHANCE,LAST CHANCE,CA,PLACER,Placer,1865,1919,FALSE,145302,TRUE,TRUE,LAST CHANCE,PLACER,CA,1658947,Populated Place,Last Chance,Placer,39.11129,-120.6247,1391,1,39.11129,-120.6247,1821-1870,1871-1920
APPLETON,APPLETON (2),ME,KNOX,Knox,1866,1870,TRUE,1486,TRUE,TRUE,APPLETON,KNOX,ME,561279,Populated Place,Appleton,Knox,44.289243,-69.2508768,51,1,44.289243,-69.2508768,1821-1870,1821-1870
BARCLAY,BARCLAY,PA,BRADFORD,Bradford,1866,1911,FALSE,2934,TRUE,TRUE,BARCLAY,BRADFORD,PA,1203020,Populated Place,Barclay,Bradford,41.6559085,-76.6263386,579,1,41.6559085,-76.6263386,1821-1870,1871-1920
CLINTON MILLS,CLINTON MILLS,NY,CLINTON,Clinton,1866,1915,TRUE,11405,TRUE,TRUE,CLINTON MILLS,CLINTON,NY,972325,Populated Place,Clinton Mills,Clinton,44.9605968,-73.8801519,335,1,44.9605968,-73.8801519,1821-1870,1871-1920
ELM GROVE,ELM GROVE,MA,FRANKLIN,Franklin,1866,1917,TRUE,18193,TRUE,TRUE,ELM GROVE,FRANKLIN,MA,608171,Populated Place,Elm Grove,Franklin,42.7098057,-72.7037037,221,1,42.7098057,-72.7037037,1821-1870,1871-1920
ROWLAND,ROWLAND,PA,PIKE,Pike,1866,NA,TRUE,49916,TRUE,TRUE,ROWLAND,PIKE,PA,2779817,Post Office,Rowland Post Office,Pike,41.4740946,-75.0402572,218,1,41.4740946,-75.0402572,1821-1870,for business
SOUTH VINELAND,SOUTH VINELAND,NJ,CUMBERLAND,Cumberland,1866,1953,TRUE,54239,TRUE,TRUE,SOUTH VINELAND,CUMBERLAND,NJ,2802145,Post Office,South Vineland Post Office,Cumberland,39.4454609,-75.0287764,28,1,39.4454609,-75.0287764,1821-1870,1921-2000
HUNTS STATION,HUNTS STATION,OH,KNOX,Knox,1866,1882,TRUE,90293,TRUE,TRUE,HUNTS STATION,KNOX,OH,2025594,Post Office,Hunts Station Post Office,Knox,40.3209,-82.47072,317,1,40.3209,-82.47072,1821-1870,1871-1920
LIBERTY,LIBERTY,WI,VERNON,Vernon,1866,1903,FALSE,94796,TRUE,TRUE,LIBERTY,VERNON,WI,1577703,Populated Place,Liberty,Vernon,43.51636,-90.73402,235,1,43.51636,-90.73402,1821-1870,1871-1920
MEDORA,MEDORA,IL,MACOUPIN,Macoupin,1866,NA,TRUE,98570,TRUE,TRUE,MEDORA,MACOUPIN,IL,2788825,Post Office,Medora Post Office,Macoupin,39.17458,-90.14256,186,1,39.17458,-90.14256,1821-1870,for business
PLEASANT VALLEY,PLEASANT VALLEY,MN,SHERBURNE,Sherburne,1866,1870,TRUE,106847,TRUE,TRUE,PLEASANT VALLEY,SHERBURNE,MN,2069506,Post Office,Pleasant Valley Post Office,Sherburne,45.38986,-93.87091,296,1,45.38986,-93.87091,1821-1870,1821-1870
SLOCUMS STATION,SLOCUMS STATION,OH,SCIOTO,Scioto,1866,1869,TRUE,113886,TRUE,TRUE,SLOCUMS STATION,SCIOTO,OH,1076915,Populated Place,Slocums Station,Scioto,38.76647,-82.84239,164,1,38.76647,-82.84239,1821-1870,1821-1870
WHEELER'S GROVE,WHEELER'S GROVE,IA,POTTAWATTAMIE,Pottawattamie,1866,1883,TRUE,121676,TRUE,TRUE,WHEELER GROVE,POTTAWATTAMIE,IA,466561,Post Office,Wheeler Grove Post Office (historical),Pottawattamie,41.17583,-95.33028,357,0.8666667,41.17583,-95.33028,1821-1870,1871-1920
BERNARD STATION,BERNARD STATION,TX,WHARTON,Wharton,1866,1872,TRUE,126984,TRUE,TRUE,BERNARD STATION,WHARTON,TX,1334880,Populated Place,Bernard Station,Wharton,29.53107,-96.07107,38,1,29.53107,-96.07107,1821-1870,1871-1920
LINCOLN,LINCOLN,WA,CLARK,Clark,1866,1870,TRUE,146047,TRUE,TRUE,LINCOLN,CLARK,WA,1530975,School,Lincoln Elementary School,Clark,45.65285,-122.6759,69,1,45.65285,-122.6759,1821-1870,1821-1870
MISSOULA,MISSOULA,MT,MISSOULA,Missoula,1866,NA,TRUE,149237,TRUE,TRUE,MISSOULA,MISSOULA,MT,1781278,Post Office,Missoula Post Office,Missoula,46.85237,-114.0156,972,1,46.85237,-114.0156,1821-1870,for business
MOUNTAIN HOUSE,MOUNTAIN HOUSE,OR,YAMHILL,Yamhill,1866,1874,TRUE,150010,TRUE,TRUE,MOUNTAIN HOUSE,YAMHILL,OR,1165674,Post Office,Mountain House Post Office (historical),Yamhill,45.31789,-123.3179,262,1,45.31789,-123.3179,1821-1870,1871-1920
PIMA VILLAGE,PIMA VILLAGE,AZ,PINAL,Pinal,1866,1870,TRUE,153695,TRUE,TRUE,PIMA VILLAGES,PINAL,AZ,2499,Populated Place,Pima Villages,Pinal,33.12033,-111.8882,363,0.9166667,33.12033,-111.8882,1821-1870,1821-1870
SILVER PEAK,SILVER PEAK,NV,ESMERALDA,Esmeralda,1866,NA,FALSE,158920,TRUE,TRUE,SILVER PEAK,ESMERALDA,NV,864343,Post Office,Silver Peak Post Office,Esmeralda,37.75339,-117.6358,1312,1,37.75339,-117.6358,1821-1870,for business
WINNEMUCCA,WINNEMUCCA,NV,HUMBOLDT,Humboldt,1866,NA,TRUE,165361,TRUE,TRUE,WINNEMUCCA,HUMBOLDT,NV,864890,Post Office,Winnemucca Post Office,Humboldt,40.96255,-117.7341,1330,1,40.96255,-117.7341,1821-1870,for business
BROWN'S MILLS,BROWN'S MILLS,PA,FRANKLIN,Franklin,1867,1889,TRUE,7303,TRUE,TRUE,BROWN MILLS,FRANKLIN,PA,1203166,Populated Place,Brown Mills,Franklin,39.8298148,-77.7016594,188,0.846153846,39.8298148,-77.7016594,1821-1870,1871-1920
FASSETT,FASSETT,PA,BRADFORD,Bradford,1867,1915,TRUE,19678,TRUE,TRUE,FASSETT,BRADFORD,PA,1203557,Populated Place,Fassett,Bradford,41.986185,-76.7732879,342,1,41.986185,-76.7732879,1821-1870,1871-1920
RICHLAND CENTRE,RICHLAND CENTRE(ER),PA,BUCKS,Bucks,1867,1914,TRUE,48516,TRUE,TRUE,RICHLAND CENTRE,BUCKS,PA,1184530,Populated Place,Richland Centre,Bucks,40.4417682,-75.3415667,152,1,40.4417682,-75.3415667,1821-1870,1871-1920
ADAIR,ADAIR,IL,MCDONOUGH,McDonough,1867,NA,TRUE,64472,TRUE,TRUE,ADAIR,MCDONOUGH,IL,2788528,Post Office,Adair Post Office,McDonough,40.4181161,-90.4971169,197,1,40.4181161,-90.4971169,1821-1870,for business
COALBURG,COALBURG(H),OH,TRUMBULL,Trumbull,1867,1913,TRUE,75075,TRUE,TRUE,COALBURG,TRUMBULL,OH,2056305,Post Office,Coalburg Post Office (historical),Trumbull,41.19311,-80.58868,308,1,41.19311,-80.58868,1821-1870,1871-1920
FRAMPTON,FRAMPTON,OH,LAWRENCE,Lawrence,1867,1874,TRUE,83629,TRUE,TRUE,FRAMPTON,LAWRENCE,OH,2025783,Post Office,Frampton Post Office,Lawrence,38.42714,-82.45979,169,1,38.42714,-82.45979,1821-1870,1871-1920
FREEDOM,FREEDOM,MI,WASHTENAW,Washtenaw,1867,1869,TRUE,83839,TRUE,TRUE,FREEDOM,WASHTENAW,MI,2646798,Cemetery,Freedom Township Cemetery,Washtenaw,42.23935,-83.94724,296,1,42.23935,-83.94724,1821-1870,1821-1870
HALLSVILLE,HALLSVILLE,IL,DE WITT,De Witt,1867,1953,TRUE,87057,TRUE,TRUE,HALLSVILLE,DE WITT,IL,409674,Populated Place,Hallsville,De Witt,40.15087,-89.09286,227,1,40.15087,-89.09286,1821-1870,1921-2000
HAZIE PATCH,HAZIE PATCH,KY,LAUREL,Laurel,1867,1961,TRUE,88175,TRUE,TRUE,HAZLE PATCH,LAUREL,KY,2723397,Post Office,Hazle Patch Post Office,Laurel,37.23336,-84.19627,270,0.9090909,37.23336,-84.19627,1821-1870,1921-2000
ICELAND,ICELAND,MN,BLUE EARTH,Blue Earth,1867,1871,TRUE,90461,TRUE,TRUE,ICELAND,BLUE EARTH,MN,654875,Populated Place,Iceland,Blue Earth,44.07968,-94.35885,304,1,44.07968,-94.35885,1821-1870,1871-1920
IRON  STATION,IRON  STATION,NC,LINCOLN,Lincoln,1867,NA,TRUE,90865,TRUE,TRUE,IRON,LINCOLN,NC,987400,Populated Place,Iron,Lincoln,35.44152,-81.15619,268,1,35.44152,-81.15619,1821-1870,for business
NORTH VERNON,NORTH VERNON,IN,JENNINGS,Jennings,1867,NA,TRUE,103001,TRUE,TRUE,NORTH VERNON,JENNINGS,IN,2794727,Post Office,North Vernon Post Office,Jennings,39.00732,-85.62588,223,1,39.00732,-85.62588,1821-1870,for business
SHELBY CITY,SHELBY CITY,KY,BOYLE,Boyle,1867,1926,TRUE,113012,TRUE,TRUE,SHELBY CITY,BOYLE,KY,2565490,Post Office,Shelby City Post Office (historical),Boyle,37.58079,-84.78177,303,1,37.58079,-84.78177,1821-1870,1921-2000
SWANDERS CROSSING,SWANDERS CROSSING,OH,SHELBY,Shelby,1867,1895,TRUE,116424,TRUE,TRUE,SWANDERS CROSSING,SHELBY,OH,2055259,Post Office,Swanders Crossing Post Office,Shelby,40.36116,-84.17356,308,1,40.36116,-84.17356,1821-1870,1871-1920
WHITEHALL,WHITEHALL,MI,MUSKEGON,Muskegon,1867,NA,TRUE,121898,TRUE,TRUE,WHITEHALL,MUSKEGON,MI,2571886,Post Office,Whitehall Post Office,Muskegon,43.40834,-86.34756,189,1,43.40834,-86.34756,1821-1870,for business
CALLVILLE,CALLVILLE,NV,CLARK,Clark,1867,1869,TRUE,129452,TRUE,TRUE,CALLVILLE,CLARK,NV,864302,Post Office,Callville Post Office (historical),Clark,36.11331,-114.6889,367,1,36.11331,-114.6889,1821-1870,1821-1870
CASTROVILLE,CASTROVILLE,CA,MONTEREY,Monterey,1867,NA,TRUE,130204,TRUE,TRUE,CASTROVILLE,MONTEREY,CA,1873154,Post Office,Castroville Post Office,Monterey,36.76554,-121.7574,6,1,36.76554,-121.7574,1821-1870,for business
CUTHAND,CUTHAND,TX,RED RIVER,Red River,1867,1953,TRUE,133209,TRUE,TRUE,CUTHAND,RED RIVER,TX,1379624,Populated Place,Cuthand,Red River,33.46761,-95.0555,118,1,33.46761,-95.0555,1821-1870,1921-2000
ELLSWORTH,ELLSWORTH,KS,ELLSWORTH,Ellsworth,1867,NA,TRUE,135737,TRUE,TRUE,ELLSWORTH,ELLSWORTH,KS,2693707,Post Office,Ellsworth Post Office,Ellsworth,38.73109,-98.23059,469,1,38.73109,-98.23059,1821-1870,for business
HOGE,HOGE,KS,LEAVENWORTH,Leavenworth,1867,1901,TRUE,141686,TRUE,TRUE,HOGE,LEAVENWORTH,KS,484856,Populated Place,Hoge,Leavenworth,39.17222,-94.99497,261,1,39.17222,-94.99497,1821-1870,1871-1920
SUMMIT SPRINGS,SUMMIT SPRINGS,NV,WASHOE,Washoe,1867,1867,TRUE,160662,TRUE,TRUE,SUMMIT SPRINGS,WASHOE,NV,864873,Post Office,Summit Springs Post Office (historical),Washoe,40.90573,-119.6369,1693,1,40.90573,-119.6369,1821-1870,1821-1870
WETMORE,WETMORE,KS,NEMAHA,Nemaha,1867,NA,TRUE,164679,TRUE,TRUE,WETMORE,NEMAHA,KS,2694022,Post Office,Wetmore Post Office,Nemaha,39.6317,-95.8106,343,1,39.6317,-95.8106,1821-1870,for business
ATWOOD,ATWOOD,PA,ARMSTRONG,Armstrong,1868,1932,TRUE,2208,TRUE,TRUE,ATWOOD,ARMSTRONG,PA,1168495,Populated Place,Atwood,Armstrong,40.7547867,-79.2664279,374,1,40.7547867,-79.2664279,1821-1870,1921-2000
CORNPLANTER,CORNPLANTER,PA,WARREN,Warren,1868,1927,TRUE,12719,TRUE,TRUE,CORNPLANTER,WARREN,PA,1210342,Populated Place,Cornplanter (historical),Warren,41.9417271,-78.933094,404,1,41.9417271,-78.933094,1821-1870,1921-2000
MOUNT WASHINGTON,MOUNT WASHINGTON,PA,ALLEGHENY,Allegheny,1868,1878,TRUE,39065,TRUE,TRUE,MOUNT WASHINGTON,ALLEGHENY,PA,2431918,Post Office,Mount Washington Post Office,Allegheny,40.4302708,-80.0071912,341,1,40.4302708,-80.0071912,1821-1870,1871-1920
PEYTONVILLE,PEYTON(S)VILLE,AR,LITTLE RIVER,Little River,1868,1895,TRUE,44821,TRUE,TRUE,PEYTONVILLE,LITTLE RIVER,AR,77983,Populated Place,Peytonville,Little River,33.6937311,-94.0782481,99,1,33.6937311,-94.0782481,1821-1870,1871-1920
BEACON,BEACON,IL,OGLE,Ogle,1868,1875,TRUE,67580,TRUE,TRUE,BEACON,OGLE,IL,1706035,School,Beacon School (historical),Ogle,42.0789148,-89.0753785,243,1,42.0789148,-89.0753785,1821-1870,1871-1920
FLORENCE,FLORENCE,MD,HOWARD,Howard,1868,1906,TRUE,82978,TRUE,TRUE,FLORENCE,HOWARD,MD,584424,Populated Place,Florence,Howard,39.31038,-77.10859,189,1,39.31038,-77.10859,1821-1870,1871-1920
KELLY'S CORNERS,KELLY'S CORNERS,MI,LENAWEE,Lenawee,1868,1886,TRUE,92299,TRUE,TRUE,KELLY'S CORNERS,LENAWEE,MI,2465628,Post Office,Kelly's Corners Post Office,Lenawee,42.06964,-84.32904,322,1,42.06964,-84.32904,1821-1870,1871-1920
LEMONT,LEMONT,MI,VAN BUREN,Van Buren,1868,1868,TRUE,94470,TRUE,TRUE,LEMONT,VAN BUREN,MI,2574490,Post Office,Lemont Post Office,Van Buren,42.30278,-85.95639,233,1,42.30278,-85.95639,1821-1870,1821-1870
MCCALL,MCCALL,IL,HANCOCK,Hancock,1868,1918,TRUE,98084,TRUE,TRUE,MCCALL,HANCOCK,IL,422958,Populated Place,McCall,Hancock,40.45282,-91.19709,212,1,40.45282,-91.19709,1821-1870,1871-1920
MILLBROOK,MILLBROOK,VA,FREDERICK,Frederick,1868,1871,TRUE,99307,TRUE,TRUE,MILLBROOK,FREDERICK,VA,2499247,School,Millbrook High School,Frederick,39.19124,-78.11515,203,1,39.19124,-78.11515,1821-1870,1871-1920
MOUNT MORIAH,MOUNT MORIAH,DE,KENT,Kent,1868,1874,TRUE,100727,TRUE,TRUE,MOUNT MORIAH,KENT,DE,214344,Church,Mount Moriah Baptist Church,Kent,39.03734,-75.6966,16,NA,39.03734,-75.6966,1821-1870,1871-1920
OHIO MILL,OHIO MILL,MI,OTTAWA,Ottawa,1868,1872,TRUE,103724,TRUE,TRUE,OHIO MILL,OTTAWA,MI,2572855,Post Office,Ohio Mill Post Office,Ottawa,42.885,-85.92083,201,1,42.885,-85.92083,1821-1870,1871-1920
PITTSVILLE,PITTSVILLE,MD,WICOMICO,Wicomico,1868,NA,TRUE,106627,TRUE,TRUE,PITTSVILLE,WICOMICO,MD,1668500,Post Office,Pittsville Post Office,Wicomico,38.39345,-75.41131,15,1,38.39345,-75.41131,1821-1870,for business
PORTLAND,PORTLAND,IN,JAY,Jay,1868,NA,TRUE,107428,TRUE,TRUE,PORTLAND,JAY,IN,2795064,Post Office,Portland Post Office,Jay,40.43258,-84.97745,277,1,40.43258,-84.97745,1821-1870,for business
REED,REED,MI,OCEANA,Oceana,1868,1871,TRUE,108921,TRUE,TRUE,REED,OCEANA,MI,2515399,Post Office,Reed Post Office,Oceana,43.58417,-86.22472,218,1,43.58417,-86.22472,1821-1870,1871-1920
VALLEY,VALLEY,OH,COLUMBIANA,Columbiana,1868,1901,TRUE,119036,TRUE,TRUE,VALLEY,COLUMBIANA,OH,1966916,Post Office,Valley Post Office (historical),Columbiana,40.86534,-80.94842,349,1,40.86534,-80.94842,1821-1870,1871-1920
CAMP HALLECK,CAMP HALLECK,NV,ELKO,Elko,1868,1880,FALSE,129566,TRUE,TRUE,CAMP HALLECK,ELKO,NV,864274,Post Office,Camp Halleck Post Office,Elko,40.80548,-115.337,1756,1,40.80548,-115.337,1821-1870,1871-1920
CEDAR BLUFFS,CEDAR BLUFFS,NE,SAUNDERS,Saunders,1868,NA,TRUE,130332,TRUE,TRUE,CEDAR BLUFFS,SAUNDERS,NE,1897598,Post Office,Cedar Bluffs Post Office,Saunders,41.39681,-96.61112,398,1,41.39681,-96.61112,1821-1870,for business
BOWEN,BOWEN,MS,GRENADA,Grenada,1869,1872,TRUE,6212,TRUE,TRUE,BOWEN,GRENADA,MS,683051,Locale,Bowen (historical),Grenada,33.7334505,-89.6611934,105,1,33.7334505,-89.6611934,1821-1870,1871-1920
BRANDYWINE SUMMIT,BRANDYWINE SUMMIT,PA,DELAWARE,Delaware,1869,1942,TRUE,6585,TRUE,TRUE,BRANDYWINE SUMMIT,DELAWARE,PA,1170171,Populated Place,Brandywine Summit,Delaware,39.8723331,-75.5477036,122,1,39.8723331,-75.5477036,1821-1870,1921-2000
BUFFALO BLUFF,BUFFALO BLUFF,FL,PUTNAM,Putnam,1869,1908,FALSE,7678,TRUE,TRUE,BUFFALO BLUFF,PUTNAM,FL,279620,Populated Place,Buffalo Bluff,Putnam,29.5796918,-81.6736928,4,1,29.5796918,-81.6736928,1821-1870,1871-1920
CASTLEBERRY,CASTLEBERRY,AL,CONECUH,Conecun,1869,NA,TRUE,9343,TRUE,TRUE,CASTLEBERRY,CONECUH,AL,168128,Post Office,Castleberry Post Office,Conecuh,31.297533,-87.0217078,57,1,31.297533,-87.0217078,1821-1870,for business
CEDAR FORK,CEDAR FORK,TN,CLAIBORNE,Claiborne,1869,1904,TRUE,9579,TRUE,TRUE,CEDAR FORK,CLAIBORNE,TN,1305762,Church,Cedar Fork Church,Claiborne,36.4706391,-83.5507406,400,NA,36.4706391,-83.5507406,1821-1870,1871-1920
FAIRVILLE,FAIRVILLE,MO,SALINE,Saline,1869,1903,FALSE,19432,TRUE,TRUE,FAIRVILLE,SALINE,MO,740843,Populated Place,Fairville,Saline,39.2319678,-93.2182596,239,1,39.2319678,-93.2182596,1821-1870,1871-1920
HAGEDORNS MILLS,HAGEDORN(')S MILLS,NY,SARATOGA,Saratoga,1869,1921,TRUE,24513,TRUE,TRUE,HAGEDORNS MILLS,SARATOGA,NY,951985,Populated Place,Hagedorns Mills,Saratoga,43.0761848,-74.0998516,305,1,43.0761848,-74.0998516,1821-1870,1921-2000
LINWOOD,LINWOOD,AL,PIKE,Pike,1869,1962,TRUE,32997,TRUE,TRUE,LINWOOD,PIKE,AL,152077,Populated Place,Linwood,Pike,31.9268218,-85.8641166,115,1,31.9268218,-85.8641166,1821-1870,1921-2000
POLLOCK,POLLOCK,PA,CLARION,Clarion,1869,1918,TRUE,46085,TRUE,TRUE,POLLOCK,CLARION,PA,1214245,Post Office,Pollock Post Office (historical),Clarion,41.098118,-79.6667152,344,1,41.098118,-79.6667152,1821-1870,1871-1920
SMITHS MILLS,SMITH(')S MILLS,NJ,PASSAIC,Passaic,1869,1926,TRUE,53286,TRUE,TRUE,SMITHS MILLS,PASSAIC,NJ,880665,Populated Place,Smiths Mills,Passaic,41.0145419,-74.3729296,194,1,41.0145419,-74.3729296,1821-1870,1921-2000
CASEY,CASEY,IA,GUTHRIE,Guthrie,1869,NA,TRUE,73044,TRUE,TRUE,CASEY,GUTHRIE,IA,1996112,Post Office,Casey Post Office,Guthrie,41.50658,-94.51887,385,1,41.50658,-94.51887,1821-1870,for business
ELLICOTT CITY,ELLICOTT CITY,MD,HOWARD,Howard,1869,NA,FALSE,80775,TRUE,TRUE,ELLICOTT CITY,HOWARD,MD,1708497,Post Office,Ellicott City Post Office,Howard,39.27807,-76.81321,124,1,39.27807,-76.81321,1821-1870,for business
FARMER CITY,FARMER CITY,IL,DE WITT,De Witt,1869,NA,TRUE,82160,TRUE,TRUE,FARMER CITY,DE WITT,IL,1985580,Post Office,Farmer City Post Office,De Witt,40.2432,-88.64161,221,1,40.2432,-88.64161,1821-1870,for business
HEMLOCK CITY,HEMLOCK CITY,MI,SAGINAW,Saginaw,1869,1895,TRUE,88419,TRUE,TRUE,HEMLOCK CITY,SAGINAW,MI,2558799,Post Office,Hemlock City Post Office,Saginaw,43.41327,-84.22929,197,1,43.41327,-84.22929,1821-1870,1871-1920
HYATTSVILLE,HYATTSVILLE,KY,GARRARD,Garrard,1869,1917,TRUE,90403,TRUE,TRUE,HYATTSVILLE,GARRARD,KY,2564733,Post Office,Hyattsville Post Office (historical),Garrard,37.60533,-84.52181,316,1,37.60533,-84.52181,1821-1870,1871-1920
NEW WINDSOR,NEW WINDSOR,IL,MERCER,Mercer,1869,NA,TRUE,102255,TRUE,TRUE,NEW WINDSOR,MERCER,IL,1808638,Post Office,New Windsor Post Office,Mercer,41.20223,-90.44054,244,1,41.20223,-90.44054,1821-1870,for business
ROSINDALE,ROSINDALE,NC,BLADEN,Bladen,1869,1947,TRUE,110693,TRUE,TRUE,ROSINDALE,BLADEN,NC,1006356,Populated Place,Rosindale,Bladen,34.441,-78.52695,39,1,34.441,-78.52695,1821-1870,1921-2000
SHOCKEYSVILLE,SHOCKEYSVILLE,VA,FREDERICK,Frederick,1869,1936,TRUE,113283,TRUE,TRUE,SHOCKEYSVILLE,FREDERICK,VA,1495124,Populated Place,Shockeysville,Frederick,39.38593,-78.24389,364,1,39.38593,-78.24389,1821-1870,1921-2000
SWITZ CITY,SWITZ CITY,IN,GREENE,Greene,1869,NA,TRUE,116541,TRUE,TRUE,SWITZ CITY,GREENE,IN,2794735,Post Office,Switz City Post Office,Greene,39.0341,-87.05359,161,1,39.0341,-87.05359,1821-1870,for business
WOODLAND,WOODLAND,OH,UNION,Union,1869,1907,TRUE,123024,TRUE,TRUE,WOODLAND,UNION,OH,1063100,Populated Place,Woodland,Union,40.47895,-83.25742,288,1,40.47895,-83.25742,1821-1870,1871-1920
HARRISBURGH,HARRISBURGH,MT,POWELL,Powell,1869,1875,FALSE,140604,TRUE,TRUE,HARRISBURGH,POWELL,MT,1803393,Post Office,Harrisburgh Post Office (historical),Powell,46.81105,-112.7514,1497,1,46.81105,-112.7514,1821-1870,1871-1920
IRONWOOD,IRONWOOD,TX,LIBERTY,Liberty,1869,1900,TRUE,142882,TRUE,TRUE,IRONWOOD,LIBERTY,TX,1377119,Populated Place,Ironwood,Liberty,30.32104,-94.75048,33,1,30.32104,-94.75048,1821-1870,1871-1920
WHITE SWAN,WHITE SWAN,SD,CHARLES MIX,Charles Mix,1869,1892,TRUE,164836,TRUE,TRUE,WHITE SWAN,CHARLES MIX,SD,1268937,Civil,Township of White Swan,Charles Mix,43.10223,-98.55751,427,NA,43.10223,-98.55751,1821-1870,1871-1920
DOWD'S LANDING,DOWD'S LANDING,MS,COAHOMA,Coahoma,1870,1878,TRUE,15845,TRUE,TRUE,DOWDS LANDING,COAHOMA,MS,691800,Populated Place,Dowds Landing,Coahoma,34.4639939,-90.5039904,56,1,34.4639939,-90.5039904,1821-1870,1871-1920
